	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts
Sym_211512_c0_g1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	1	2	0	0	1	1	1	1	0	0	3	1	0	0	0	0	0	0	2	3	0	1	0	0	0
Sym_211516_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
Sym_211525_c0_g1	0	2	0	0	0	0	1	1	1	0	1	0	0	0	1	0	2	0	0	0	1	0	0	3	0	0	0	2	2	0	3	1	5	0	0	0	0	0	0	0	1	1	0	2	0	0	0
Sym_211542_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0
Sym_211553_c0_g1	0	2	0	0	0	1	0	1	0	1	0	0	0	2	1	0	2	2	2	1	0	0	1	2	0	0	0	1	1	1	0	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Sym_211554_c0_g1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0
Sym_211558_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
Sym_211559_c0_g1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Sym_211579_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0
Sym_211597_c0_g1	0	3	0	1	0	1	0	4	0	0	1	0	0	2	1	3	1	1	3	2	0	2	0	3	0	0	0	4	3	0	4	3	1	0	1	0	0	0	0	0	0	2	0	1	1	3	0
Sym_211600_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0
Sym_211606_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211628_c0_g1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sym_21162_c0_g1	0	5	5	1	1	1	3	3	0	4	2	0	0	1	1	1	7	2	8	5	2	3	5	1	0	0	1	1	3	0	3	0	8	0	0	0	0	0	0	0	3	2	0	8	1	2	2
Sym_211654_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Sym_211662_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211674_c0_g1	0	0	2	1	0	1	0	0	0	1	1	0	1	2	0	1	1	0	1	3	1	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1
Sym_211691_c0_g1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211697_c0_g1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_21169_c0_g1	0	4	2	1	2	1	1	1	3	1	1	0	0	0	3	0	2	1	1	4	0	1	4	1	1	0	0	1	1	0	1	1	4	0	0	0	0	0	0	0	0	1	0	3	0	0	1
Sym_211704_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211719_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_21171_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211721_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_211722_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0
Sym_211758_c0_g1	0	0	2	0	2	0	1	0	0	1	1	0	0	0	0	1	1	0	4	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
Sym_211784_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sym_211792_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211798_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Sym_211804_c0_g1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sym_21180_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_211827_c0_g1	0	6	2	0	1	1	1	2	3	0	0	0	1	0	0	0	3	2	0	1	0	0	3	1	0	0	0	2	0	0	2	0	3	0	0	1	1	0	0	0	1	2	0	0	0	1	2
Sym_21182_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211831_c0_g1	0	1	1	1	0	0	0	1	0	0	1	2	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	2	2	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0
Sym_21183_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_211877_c0_g1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Sym_211883_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211891_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211901_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_211902_c0_g1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_211916_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	2	5	0	3	1	1	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	1	2	0	4	0	0	0
Sym_211946_c0_g1	0	4	1	2	0	1	1	2	3	2	3	0	1	0	3	1	1	1	8	3	1	3	3	4	0	1	0	4	2	0	3	1	3	0	0	0	0	0	0	0	0	5	0	3	3	0	3
Sym_211950_c0_g1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Sym_211951_c0_g1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	2	2	0	2	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2	1
Sym_211968_c0_g1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Sym_212017_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_212018_c0_g1	2	9	3	4	1	4	2	7	3	5	3	1	3	2	1	1	5	1	5	5	0	6	6	3	1	0	0	5	9	4	7	3	6	3	0	1	1	0	2	0	1	3	0	8	6	5	2
Sym_21201_c0_g1	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	2	0	1	3	0	1	4	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0
Sym_212047_c0_g1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1
Sym_212053_c0_g1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	0	4	0	1	0	1	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	2	3	0	1	0	0	0
Sym_212070_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212073_c0_g1	0	1	0	1	1	0	1	3	1	1	1	1	0	0	0	2	2	1	2	2	0	0	2	0	0	0	0	0	2	0	1	0	2	1	0	0	0	0	0	0	1	2	2	6	0	1	0
Sym_212123_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212143_c0_g1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212147_c0_g1	0	1	2	0	0	2	1	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	1	1	1	2	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0
Sym_212178_c0_g1	0	1	0	1	1	3	0	1	0	2	0	1	2	1	2	0	6	2	0	2	1	0	0	1	0	0	1	2	2	0	0	1	4	1	0	0	0	0	0	0	0	1	0	2	1	1	0
Sym_212196_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Sym_212199_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212236_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_212240_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212250_c0_g1	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	0	2	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0
Sym_212254_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212297_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sym_212299_c0_g1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_21229_c0_g1	0	0	1	1	2	0	1	1	1	0	1	0	1	1	2	0	1	1	0	3	0	1	0	0	0	0	0	1	3	0	3	0	4	1	0	0	0	0	0	0	2	3	0	1	0	2	0
Sym_212300_c0_g1	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_21232_c0_g1	0	37	34	22	37	41	27	58	12	23	27	17	30	12	17	15	35	45	47	41	6	65	52	40	5	0	0	71	46	24	66	34	58	11	1	3	0	3	11	2	27	41	3	70	27	34	6
Sym_212340_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
Sym_212367_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
Sym_212384_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_212386_c0_g1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Sym_212391_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212404_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212424_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2
Sym_212446_c0_g1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_212467_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212475_c0_g1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212482_c0_g1	0	2	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Sym_212483_c0_g1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212485_c0_g1	0	2	0	2	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	2	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0
Sym_212501_c0_g1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212504_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_212509_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_212523_c0_g1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_212525_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212542_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212543_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212581_c0_g1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Sym_212586_c0_g1	0	1	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Sym_212599_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_212607_c0_g1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Sym_212608_c0_g1	0	1	5	1	7	1	1	0	1	0	2	1	1	0	2	0	4	0	8	0	2	0	3	4	1	0	0	2	2	2	1	2	10	0	0	0	0	0	0	0	2	6	0	2	1	2	3
Sym_212617_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sym_212621_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Sym_212624_c0_g1	0	3	2	0	3	1	4	0	1	1	2	2	2	1	4	0	8	0	3	3	0	0	1	3	0	0	0	0	1	1	0	2	2	1	0	0	0	0	0	0	3	2	0	1	2	1	1
Sym_212628_c0_g1	0	2	0	0	0	0	0	1	0	2	1	1	0	0	0	0	2	1	1	0	1	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
Sym_212647_c0_g1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1
Sym_212675_c0_g1	0	4	0	1	1	0	0	2	0	0	1	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0
Sym_212676_c0_g1	0	3	0	1	1	0	0	2	1	1	1	0	0	0	0	1	2	0	2	1	0	0	4	2	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
Sym_212682_c0_g1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sym_212716_c0_g1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0
Sym_212736_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_21274_c0_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
Sym_212752_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212769_c0_g1	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_2127_c0_g1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212806_c0_g1	2	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Sym_21280_c0_g1	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Sym_212810_c0_g1	0	4	0	1	0	1	0	1	0	1	0	0	0	0	1	0	2	1	2	2	0	1	0	0	1	0	0	1	1	1	1	0	3	0	0	0	0	0	0	1	0	2	0	0	1	2	0
Sym_212833_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_21283_c0_g1	0	0	1	1	0	0	0	1	0	1	2	0	0	0	0	0	1	1	3	0	0	1	1	0	0	0	0	1	1	2	2	0	2	1	1	0	0	0	0	0	1	0	0	2	1	3	0
Sym_212848_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_212858_c0_g1	0	1	1	2	0	2	1	1	1	1	0	4	3	1	2	1	2	1	0	1	1	1	1	1	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	2	2	0	1	0	1	1
Sym_212886_c0_g1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Sym_21292_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_21293_c0_g1	0	3	3	1	2	1	1	4	1	0	1	0	0	1	2	2	1	2	3	7	3	5	5	1	1	0	0	5	3	3	3	1	5	0	0	1	0	1	0	0	7	6	1	6	1	5	2
Sym_212950_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
