	Culture_Control-1-1.fastq.trim.sam.counts	Culture_Control-1.fastq.trim.sam.counts	Culture_Control-2-1.fastq.trim.sam.counts	Culture_Control-2.fastq.trim.sam.counts	Culture_Control-3-1.fastq.trim.sam.counts	Culture_Control-3.fastq.trim.sam.counts	Culture_Control-4-1.fastq.trim.sam.counts	Culture_Control-4.fastq.trim.sam.counts	Culture_Cool-1.fastq.trim.sam.counts	Culture_Cool-2.fastq.trim.sam.counts	Culture_Cool-3.fastq.trim.sam.counts	Culture_Cool-4.fastq.trim.sam.counts	Culture_Heat-1-1.fastq.trim.sam.counts	Culture_Heat-1.fastq.trim.sam.counts	Culture_Heat-2-1.fastq.trim.sam.counts	Culture_Heat-2.fastq.trim.sam.counts	Culture_Heat-3-1.fastq.trim.sam.counts	Culture_Heat-3.fastq.trim.sam.counts	Culture_Heat-4-1.fastq.trim.sam.counts	Culture_Heat-4.fastq.trim.sam.counts	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts	
OARB_502	3	0	5	5	2	1	4	2	7	2	1	0	2	4	2	0	4	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_50365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	91	35	20	55	56	68	47	53	57	46	19	46	81	30	104	43	137	87	43	106	88	21	12	26	17	59	64	33	82	22	34	52	110	15	49	42	50	42	44	75	36	139	51	69	15	
OARB_5038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	18	67	4	17	21	163	21	43	24	26	8	50	31	40	23	29	74	78	9	38	143	9	3	68	8	34	73	19	45	26	12	40	287	5	43	81	43	97	28	25	18	198	22	72	5	
OARB_50380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	10	3	5	2	12	13	3	1	3	3	5	11	2	20	4	13	10	8	7	13	3	1	11	3	4	6	6	4	5	2	3	27	2	11	9	9	1	6	4	4	13	5	8	3	
OARB_50381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	38	19	15	26	18	41	26	31	32	73	18	16	39	17	59	23	41	42	14	41	66	15	4	15	17	19	16	10	36	25	17	32	81	5	27	19	37	26	24	37	17	54	18	34	12	
OARB_50384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	28	9	10	6	39	17	22	14	16	6	28	20	22	45	7	34	44	8	31	57	4	1	66	13	14	37	10	20	22	15	16	95	13	26	30	25	21	11	29	18	134	24	47	11	
OARB_50390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	9	6	5	14	7	16	5	12	2	9	3	7	14	5	10	9	8	11	9	4	15	4	3	10	3	4	17	4	12	2	2	8	43	3	10	11	6	7	17	14	8	15	2	3	4	
OARB_50406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	0	3	6	18	3	1	3	0	0	4	3	2	7	3	11	16	1	2	12	3	0	3	1	2	2	1	1	0	1	2	14	1	3	5	7	6	0	6	6	23	4	8	0	
OARB_50412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	2	1	1	2	0	3	0	6	1	0	1	1	0	10	4	7	1	1	8	1	1	0	0	1	1	4	2	4	0	2	3	7	0	2	1	6	2	3	2	1	0	5	1	2	
OARB_50427	0	2	5	0	2	2	0	1	3	3	1	6	3	2	2	2	2	1	4	2	0	1	0	3	1	2	0	1	1	0	2	2	0	2	3	0	4	3	4	4	5	15	9	5	1	2	0	2	1	1	7	0	3	7	6	2	5	2	4	3	0	2	2	6	1	0	0	
OARB_50515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	1	1	6	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	1	1	2	0	4	2	0	1	0	2	2	2	1	0	0	1	
OARB_5057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	19	4	1	6	28	30	16	22	35	39	8	36	45	15	41	33	33	21	10	28	32	9	15	18	24	43	34	9	42	5	13	16	45	16	25	12	25	22	18	26	26	40	23	16	12	
OARB_50597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	1	7	1	4	1	5	1	4	0	4	5	2	27	0	11	5	5	6	5	1	0	2	1	4	2	5	5	1	4	2	17	0	6	3	4	1	2	1	1	13	0	7	1	
OARB_50694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	19	3	12	9	14	7	18	9	13	2	7	9	3	17	12	19	21	8	14	16	2	3	8	6	6	14	2	25	4	7	8	40	4	7	8	9	11	6	9	4	11	8	10	2	
OARB_50717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	3	0	2	0	0	0	3	2	1	4	2	5	0	2	1	0	4	3	2	0	6	2	2	4	0	4	0	0	3	2	4	2	1	4	1	22	3	0	4	1	5	2	
OARB_50807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	9	13	8	13	3	18	11	5	8	13	6	4	7	2	18	11	32	8	7	19	21	7	1	15	6	16	7	4	13	3	6	14	40	4	15	17	16	16	7	16	10	40	7	15	5	
OARB_50818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	36	25	15	30	12	44	31	20	25	44	12	27	40	12	49	22	70	32	18	46	39	14	12	26	17	20	24	36	41	13	26	20	82	13	31	16	45	22	37	20	16	53	16	17	10	
OARB_50854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	1	0	1	0	0	1	0	2	0	1	2	0	3	1	0	0	2	1	0	0	0	2	0	0	0	9	0	1	2	1	2	3	1	0	4	0	0	0	
OARB_50872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	34	22	20	17	14	29	25	9	18	40	15	5	22	9	40	27	49	14	9	40	32	16	4	24	10	27	12	19	56	9	27	28	68	15	33	27	26	12	31	20	14	54	18	33	8	
OARB_50874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	
OARB_50940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	
OARB_50965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	6	3	6	5	6	7	6	7	6	7	8	14	2	7	4	30	8	7	16	26	13	1	5	5	9	10	7	16	4	8	9	26	3	11	5	16	4	7	15	10	20	5	7	7	
OARB_51021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	23	8	9	19	14	27	25	28	25	40	4	10	5	10	35	16	27	21	13	27	28	5	4	16	14	17	39	13	35	8	12	18	54	8	29	12	35	14	11	19	18	41	10	5	11	
OARB_5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	68	286	183	117	139	86	311	194	126	127	214	119	96	235	59	314	130	327	110	103	350	413	181	27	162	99	137	171	146	331	121	154	260	826	82	288	318	263	177	179	163	87	486	153	329	69	
OARB_51032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	3	6	2	2	3	1	1	1	4	9	0	3	0	5	3	1	5	6	1	0	2	0	1	3	8	10	0	0	3	6	1	3	0	10	1	3	3	0	2	0	2	0	
OARB_51034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40	14	13	9	8	18	8	13	4	9	7	9	14	9	21	14	17	6	5	22	19	6	1	37	3	19	11	8	32	11	8	11	47	2	16	14	7	9	5	8	4	31	10	29	3	
OARB_51040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	2	1	2	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	9	0	0	0	
OARB_51092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	21	20	3	13	8	16	16	15	7	9	4	10	9	5	10	7	19	15	3	15	18	10	3	14	2	15	22	8	22	13	12	17	49	3	12	9	13	4	10	4	8	29	7	22	2	
OARB_51122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	3	1	2	1	6	4	8	6	4	9	2	4	5	10	6	2	5	17	1	1	4	1	1	10	4	9	0	0	7	30	4	14	11	13	17	6	5	7	22	8	8	3	
OARB_51177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	
OARB_51193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	9	4	2	13	5	3	3	7	3	5	10	1	9	1	8	1	2	12	15	3	1	8	0	5	12	3	5	4	2	8	25	3	10	5	5	6	5	9	6	31	3	16	4	
OARB_51235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	10	9	4	2	4	14	14	5	6	2	2	3	6	0	14	11	8	2	3	15	11	5	0	8	3	8	7	3	12	8	9	6	36	1	6	6	14	6	6	14	2	40	2	14	2	
OARB_5127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	56	63	16	36	31	88	40	35	32	46	35	39	48	29	61	33	128	85	29	89	101	24	5	49	21	57	58	27	93	17	19	38	172	14	58	42	53	48	27	43	30	153	48	64	9	
OARB_51277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	1	0	1	0	3	1	0	0	3	0	1	0	3	0	1	2	0	0	0	0	1	3	0	2	0	1	0	4	0	0	0	0	4	2	0	0	1	1	0	1	0	
OARB_51283	0	2	1	3	1	0	1	0	0	0	0	1	0	0	0	2	1	2	0	0	1	4	10	35	3	8	3	36	3	14	6	18	4	23	23	6	13	3	19	24	11	11	48	10	2	22	9	9	35	10	12	19	7	24	106	3	19	32	18	31	7	28	5	73	6	22	5	
OARB_51361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	1	4	5	1	4	1	6	1	2	4	3	3	4	4	6	4	8	11	0	1	9	3	8	9	0	4	3	3	0	17	2	5	2	5	2	3	0	1	14	5	9	1	
OARB_51372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	2	0	0	4	4	5	1	0	2	6	3	1	7	3	5	3	5	1	0	2	2	4	4	1	4	0	1	6	17	3	10	5	7	4	3	3	1	9	0	2	3	
OARB_51384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	49	17	31	21	3	10	21	16	13	27	22	34	25	6	58	8	66	40	28	52	44	16	1	8	9	34	25	51	87	27	43	20	134	4	23	28	27	20	14	15	6	74	17	44	11	
OARB_51451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	81	24	29	36	19	24	36	20	42	40	41	18	58	12	157	58	73	15	38	65	22	20	13	17	24	58	30	46	94	11	50	58	50	25	55	23	53	15	44	50	29	48	31	27	15	
OARB_51482	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	27	70	102	16	67	29	204	50	101	52	47	27	107	47	88	143	47	81	144	17	60	145	23	9	108	25	50	121	51	75	66	16	42	315	20	59	77	48	80	35	78	46	295	33	123	15	
OARB_51497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	0	2	1	1	0	3	0	1	5	2	0	2	1	3	0	0	1	0	3	0	1	0	0	0	0	2	2	3	2	4	1	9	0	5	0	1	1	0	0	3	2	2	2	0	
OARB_51526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	2	2	1	1	2	2	1	1	4	0	2	1	2	1	1	2	2	0	0	0	0	2	1	1	2	2	1	3	2	0	3	4	1	0	1	4	2	5	2	2	1	
OARB_51538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	12	12	6	13	24	18	19	25	30	35	6	23	16	8	24	17	47	28	10	39	44	10	9	15	8	9	13	8	16	0	7	29	47	7	23	10	25	15	16	27	27	54	6	10	2	
OARB_51616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	11	27	4	17	18	108	12	71	10	17	5	60	34	34	16	22	88	65	9	25	109	7	4	51	2	20	84	3	20	10	4	15	283	7	37	64	43	103	13	17	22	197	27	31	4	
OARB_51622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	24	22	11	17	10	17	13	17	17	22	10	10	7	9	42	23	30	8	14	24	37	11	8	19	14	12	26	9	30	18	23	33	66	2	16	25	21	15	21	22	21	70	5	17	12	
OARB_51658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	3	3	7	4	0	3	2	8	1	3	7	2	6	4	4	3	3	10	10	1	1	4	0	5	2	3	10	8	3	2	10	0	3	4	1	0	2	3	1	11	3	6	0	
OARB_51663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	30	2	22	21	121	13	86	13	10	5	26	10	25	15	17	65	44	15	24	76	1	4	37	7	17	54	9	27	13	5	16	133	8	29	30	24	34	13	20	15	121	17	34	5	
OARB_51678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	1	2	6	9	9	4	3	8	3	1	12	1	11	5	5	0	8	2	3	1	1	3	3	2	5	8	12	4	6	10	21	5	5	7	9	2	13	21	8	28	6	7	3	
OARB_51742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	15	6	8	2	23	9	9	3	19	7	16	17	6	20	3	13	10	6	15	45	6	0	21	8	4	16	8	20	12	9	7	52	4	11	16	6	12	7	14	2	59	3	21	3	
OARB_51747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	3	3	0	4	2	1	0	2	0	0	2	0	0	0	0	0	3	0	0	0	1	0	1	0	1	3	1	0	0	
OARB_51778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	2	6	3	21	2	11	2	2	4	10	3	4	3	2	16	24	9	5	19	1	1	17	3	1	18	4	6	7	5	2	12	4	6	3	4	2	2	2	3	29	2	11	2	
OARB_51789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	13	26	7	10	8	70	16	25	7	16	4	43	13	27	16	15	37	55	10	20	97	9	1	43	9	11	29	10	18	8	7	5	108	5	16	22	19	32	14	7	10	86	9	34	3	
OARB_51848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	9	6	9	4	11	3	8	6	8	3	6	10	5	10	4	18	10	2	12	11	4	2	5	3	14	10	2	12	7	5	10	40	5	23	16	11	6	11	8	0	17	2	8	4	
OARB_51852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	2	1	0	1	4	1	0	0	0	1	0	1	0	1	0	0	0	5	0	3	1	0	1	1	0	1	5	0	0	1	
OARB_51936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	1	3	0	0	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	1	0	
OARB_51968	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	45	98	57	23	53	17	94	41	47	46	63	34	64	123	31	123	13	130	56	44	91	123	37	4	37	25	51	72	29	82	45	25	70	275	31	62	52	52	47	68	90	32	194	49	66	20	
OARB_51984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_51987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	1	3	1	4	0	1	2	0	0	3	1	0	1	0	2	1	0	0	0	2	2	1	3	0	0	0	3	0	1	1	0	2	2	6	2	1	0	1	1	
OARB_52027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
OARB_52088	0	1	0	1	0	1	0	1	0	1	1	0	0	3	1	1	0	2	0	1	0	7	5	2	5	5	17	16	5	6	2	8	1	1	6	1	11	9	35	12	8	2	3	1	1	13	7	15	7	10	13	2	10	8	27	7	17	8	19	6	12	17	8	16	4	2	2	
OARB_52090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	5	1	6	6	13	9	14	7	7	0	2	12	2	16	2	17	16	5	6	11	1	5	9	5	6	11	3	10	4	2	4	25	3	12	6	14	12	7	8	15	33	15	8	10	
OARB_52143	1	3	2	0	0	2	0	0	0	1	1	0	0	3	0	0	2	0	4	1	0	0	1	2	1	3	0	3	4	0	3	4	1	2	9	3	3	3	3	8	0	3	5	2	2	10	1	0	1	0	4	0	2	3	2	4	3	0	6	0	2	6	4	5	2	1	7	
OARB_52147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	15	60	8	22	18	120	18	165	31	21	9	80	21	60	14	23	61	175	9	46	133	12	12	73	6	19	78	8	40	31	4	46	367	6	34	85	51	129	10	25	28	219	27	97	7	
OARB_52177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	4	5	0	1	1	1	5	1	0	4	0	5	4	7	2	0	5	3	1	0	0	1	3	2	3	12	0	3	3	9	4	2	1	1	4	2	3	3	1	3	1	1	
OARB_52220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	12	50	8	33	32	63	9	103	40	23	18	88	24	53	34	41	60	87	6	99	159	13	8	48	14	20	82	16	52	39	16	40	214	12	38	65	48	89	17	24	17	152	26	37	6	
OARB_52228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	3	6	4	3	7	3	3	0	3	3	0	1	2	7	9	1	5	10	2	0	2	0	0	1	0	3	1	3	6	16	2	7	5	8	10	5	2	4	2	5	1	1	
OARB_52263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	3	1	0	1	5	3	6	4	1	0	4	4	0	3	2	17	9	2	2	4	1	0	1	2	3	0	1	8	1	3	7	16	3	2	1	4	6	4	3	1	2	3	5	4	
OARB_52288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	5	1	2	2	1	1	2	1	0	0	3	0	1	4	1	1	5	3	1	0	1	0	2	1	2	4	3	1	0	1	0	2	1	0	4	0	2	3	6	1	1	0	
OARB_52324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	57	25	123	60	79	19	81	26	44	31	43	10	63	100	90	169	80	83	84	36	75	86	19	18	205	119	29	57	31	67	17	33	43	185	39	77	71	50	71	65	179	135	505	72	117	36	
OARB_52349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	6	1	5	2	2	1	1	2	0	4	0	10	6	5	4	4	5	5	1	0	4	4	1	4	2	5	1	1	8	20	4	5	5	7	4	3	5	8	8	0	3	0	
OARB_52383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	2	0	1	0	0	3	2	1	0	2	1	1	3	1	0	0	1	0	1	1	0	0	1	2	4	0	3	1	0	1	0	0	2	2	1	2	0	
OARB_52386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	4	3	17	14	32	6	16	4	3	13	13	6	9	9	11	8	12	9	18	11	3	3	9	2	8	17	5	19	1	10	15	77	3	11	18	12	38	11	3	4	28	8	21	6	
OARB_52416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	3	0	0	0	0	0	6	1	0	1	1	0	1	19	3	0	5	1	5	8	0	0	0	0	1	3	0	1	1	1	4	1	1	1	4	1	9	0	
OARB_52417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	1	0	3	0	0	0	0	0	0	1	1	2	1	1	1	6	1	0	3	1	0	1	1	1	1	2	1	1	0	2	4	2	2	0	2	1	2	0	3	1	
OARB_52418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	7	0	4	3	0	0	0	0	1	2	2	4	5	0	2	4	0	1	2	3	0	1	1	1	1	1	3	8	2	5	5	4	3	1	0	1	5	1	3	2	
OARB_52437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	0	0	2	0	2	0	0	3	4	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	2	0	0	1	0	0	0	0	1	
OARB_52447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	45	6	11	20	17	15	24	4	13	16	8	6	18	3	44	31	10	3	1	38	16	3	3	7	7	20	5	11	38	8	7	12	13	7	20	5	12	4	13	29	17	16	8	11	4	
OARB_5246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	4	2	5	8	7	12	3	5	2	1	4	8	3	5	4	21	16	3	6	6	4	3	5	5	6	14	6	8	7	3	4	13	5	7	6	5	1	2	9	3	12	6	13	3	
OARB_52470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	105	24	28	22	12	22	73	17	48	22	45	12	32	105	29	49	39	109	70	21	37	50	22	17	61	22	26	40	21	62	19	26	54	199	50	87	48	76	87	49	64	45	131	28	38	41	
OARB_52493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	19	1	13	4	23	6	15	12	11	6	11	8	11	16	6	18	10	3	15	33	6	4	20	6	1	23	10	13	10	4	11	56	4	14	15	7	14	7	4	9	63	8	17	4	
OARB_52500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	4	0	1	6	13	4	4	6	9	2	1	13	5	15	4	14	7	5	8	11	3	1	13	12	3	8	2	4	3	2	6	11	3	5	4	0	6	4	9	7	25	9	9	3	
OARB_52502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	8	5	8	10	16	13	7	5	12	1	9	9	1	14	6	13	6	7	20	22	3	1	12	7	14	20	10	26	7	7	9	27	5	12	18	18	5	5	15	3	28	19	16	3	
OARB_52510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	0	3	15	11	4	2	2	2	0	3	15	5	11	3	10	5	4	8	3	1	0	3	2	0	9	4	4	3	1	3	17	4	10	1	3	4	3	2	3	15	1	6	3	
OARB_52518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	2	0	1	1	1	2	4	1	1	2	1	3	3	4	3	2	1	1	1	0	2	0	1	2	0	1	1	0	3	8	2	3	2	2	0	3	0	0	5	5	2	1	
