	Culture_Control-1-1.fastq.trim.sam.counts	Culture_Control-1.fastq.trim.sam.counts	Culture_Control-2-1.fastq.trim.sam.counts	Culture_Control-2.fastq.trim.sam.counts	Culture_Control-3-1.fastq.trim.sam.counts	Culture_Control-3.fastq.trim.sam.counts	Culture_Control-4-1.fastq.trim.sam.counts	Culture_Control-4.fastq.trim.sam.counts	Culture_Cool-1.fastq.trim.sam.counts	Culture_Cool-2.fastq.trim.sam.counts	Culture_Cool-3.fastq.trim.sam.counts	Culture_Cool-4.fastq.trim.sam.counts	Culture_Heat-1-1.fastq.trim.sam.counts	Culture_Heat-1.fastq.trim.sam.counts	Culture_Heat-2-1.fastq.trim.sam.counts	Culture_Heat-2.fastq.trim.sam.counts	Culture_Heat-3-1.fastq.trim.sam.counts	Culture_Heat-3.fastq.trim.sam.counts	Culture_Heat-4-1.fastq.trim.sam.counts	Culture_Heat-4.fastq.trim.sam.counts	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts	
OARB_52563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	
OARB_52567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	23	7	8	31	36	33	17	4	12	11	3	5	19	44	101	87	47	25	9	28	23	10	15	45	37	5	4	1	11	0	4	69	150	32	92	30	78	45	51	31	16	36	15	5	2	
OARB_52586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	26	9	7	15	20	24	18	20	19	41	9	21	55	23	47	37	85	39	24	53	47	8	7	35	16	14	15	13	36	8	8	28	33	8	32	14	25	7	17	42	43	83	23	20	19	
OARB_52621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	1	0	1	10	4	4	6	5	9	1	2	4	2	5	3	10	1	1	7	2	6	3	1	2	39	21	25	94	26	36	10	13	6	6	5	7	4	1	10	12	12	18	17	9	
OARB_52771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	5	4	4	6	19	14	9	4	5	3	11	18	6	7	10	14	14	10	6	15	3	1	4	6	4	8	7	3	3	2	4	19	5	6	9	5	10	5	7	6	33	4	4	4	
OARB_52808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	15	7	8	18	11	7	10	8	12	12	14	34	29	7	29	22	58	14	11	41	36	5	5	6	5	31	26	3	31	5	8	32	96	10	48	21	22	39	16	20	30	39	33	21	6	
OARB_52843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	53	34	43	106	75	99	25	111	53	61	16	66	123	25	69	52	101	99	40	115	131	40	27	63	24	34	67	28	68	27	31	79	206	40	87	33	63	61	47	45	50	89	52	51	39	
OARB_52890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	2	0	2	2	3	0	1	3	1	2	1	1	2	0	3	3	0	0	3	1	0	3	0	2	0	3	2	8	0	1	1	1	0	2	2	1	3	1	2	0	
OARB_52898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	2	2	2	4	5	1	8	1	5	5	2	2	2	3	2	5	3	7	1	0	1	1	0	6	2	3	5	1	1	13	3	10	3	2	7	1	5	5	13	3	5	0	
OARB_52914	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	23	29	6	11	8	23	7	19	19	8	10	5	22	6	14	6	20	12	10	17	37	2	1	10	5	8	27	9	31	20	12	9	36	9	16	12	14	13	8	13	10	54	7	17	5	
OARB_52938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	4	2	1	0	2	2	4	3	4	1	5	6	7	1	1	0	0	0	0	2	3	4	2	1	7	2	1	10	9	3	4	1	4	3	4	2	1	4	4	1	0	
OARB_52984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	43	24	9	22	7	38	28	3	14	22	6	6	25	2	30	25	30	15	14	25	34	22	2	6	14	15	17	24	22	8	25	20	49	9	15	15	19	12	27	27	15	61	12	34	5	
OARB_53082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	5	0	10	2	3	0	3	1	6	5	1	2	3	5	5	2	3	17	2	0	2	1	0	3	0	3	4	1	0	14	0	0	1	3	5	0	2	0	18	7	11	4	
OARB_53120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	1	6	26	22	9	14	11	12	14	11	8	20	3	20	29	67	11	26	47	12	3	6	1	12	10	6	5	27	1	3	44	9	7	18	3	19	1	9	17	31	13	28	31	7	
OARB_53133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	2	4	3	5	8	8	2	8	0	5	4	5	13	7	10	3	1	9	3	5	1	2	5	1	5	1	6	2	4	2	13	1	9	4	4	4	4	6	3	9	6	4	5	
OARB_53144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	
OARB_53203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	12	2	8	3	9	2	2	4	6	2	7	8	5	6	3	18	13	5	11	13	0	1	9	3	1	6	1	7	5	1	3	15	3	10	6	3	8	6	7	7	18	6	12	4	
OARB_53221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	23	7	16	13	46	10	27	8	23	4	15	18	14	21	8	29	32	8	29	60	9	3	29	9	7	28	16	25	16	12	12	109	9	23	29	17	22	17	21	7	69	11	24	9	
OARB_53236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	2	0	3	1	0	0	0	0	0	0	0	2	0	1	1	2	0	0	2	2	0	1	2	0	
OARB_53246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	46	41	14	30	17	25	27	32	41	54	18	24	24	9	41	23	112	38	21	116	67	31	6	21	15	39	18	20	45	14	25	47	98	11	42	27	49	20	41	62	28	61	38	41	4	
OARB_53260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	1	6	4	3	2	4	4	13	0	0	12	1	8	4	25	10	10	11	8	3	1	1	3	5	0	7	9	1	7	15	12	2	10	5	6	2	7	8	2	7	11	5	0	
OARB_53261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	58	43	16	16	24	26	15	36	4	14	31	17	20	71	11	60	38	67	32	39	74	56	33	9	25	25	23	20	19	50	8	38	37	46	20	28	12	51	11	47	33	26	29	31	15	9	
OARB_53292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	1	4	0	0	0	8	4	3	2	3	10	4	10	4	10	3	2	1	0	0	2	5	3	7	6	4	4	5	7	6	28	5	8	13	8	8	7	7	11	17	2	1	2	
OARB_53304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	1	2	9	14	16	7	5	10	7	4	4	6	6	13	3	21	9	6	8	7	3	2	8	2	8	5	3	12	4	5	9	14	1	6	8	10	3	3	4	5	18	8	8	2	
OARB_53346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	65	78	45	28	52	44	30	54	24	45	71	17	25	76	30	123	62	152	30	49	130	96	55	15	37	37	74	58	42	130	45	38	89	145	29	93	39	79	50	54	93	50	60	63	50	25	
OARB_53373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	0	1	1	3	1	0	0	0	0	0	3	1	8	2	5	2	3	0	0	3	1	3	1	0	0	0	0	0	8	3	5	4	6	3	3	2	2	2	2	2	0	
OARB_5341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	8	3	4	2	26	0	10	6	7	5	18	8	12	10	1	12	3	3	5	26	2	1	14	2	4	13	3	4	3	1	3	63	2	7	20	7	23	7	3	8	34	3	4	2	
OARB_53460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	8	1	2	8	6	7	3	5	4	5	1	4	8	1	10	8	14	10	4	15	9	1	1	4	7	6	4	4	13	1	2	4	20	4	11	4	9	8	6	4	4	11	6	4	2	
OARB_53488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	7	0	1	4	10	2	6	4	8	26	3	0	10	0	4	6	28	19	5	24	8	5	1	0	3	8	1	1	15	0	4	12	15	6	16	4	7	3	9	14	6	6	4	2	7	
OARB_53523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	2	2	9	13	3	7	3	5	2	25	6	4	13	10	23	16	4	7	18	1	1	20	4	7	9	2	8	3	2	10	52	5	11	5	8	12	6	9	7	58	8	11	3	
OARB_53524	6	11	11	7	12	2	8	6	4	7	3	0	2	6	5	4	3	4	8	1	1	1	0	0	0	0	1	0	0	1	2	1	0	0	1	0	0	1	2	2	0	1	0	0	2	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	
OARB_53595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	3	0	0	1	0	2	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	4	1	1	1	1	1	0	2	1	1	2	0	1	
OARB_53615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	3	4	0	1	0	1	2	4	1	6	1	4	1	2	10	4	1	0	1	1	2	2	2	1	0	2	1	7	0	2	2	2	2	1	2	1	1	1	1	1	
OARB_53633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	24	8	10	1	45	3	14	3	5	8	11	5	8	15	6	21	30	5	14	63	6	3	33	1	7	28	2	12	15	5	20	101	4	12	33	8	24	10	5	6	68	7	34	7	
OARB_53648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	18	5	12	3	18	5	6	17	14	14	11	14	2	9	18	39	12	13	22	24	7	1	11	5	18	21	6	22	14	8	19	54	6	14	12	18	10	17	18	9	55	11	19	6	
OARB_53665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2	1	7	2	5	0	2	4	0	0	2	3	2	7	5	7	2	1	4	7	0	1	1	0	0	5	2	6	0	1	6	5	2	6	1	6	6	2	1	1	3	5	0	3	
OARB_53679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	5	8	8	14	3	5	7	5	3	5	9	2	8	10	16	3	3	16	13	1	2	4	6	9	17	3	15	3	3	6	28	4	25	3	17	9	1	6	5	14	5	3	2	
OARB_53708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	4	0	3	1	7	3	2	3	8	5	5	11	1	7	6	19	0	4	9	9	3	0	6	1	4	1	4	6	1	2	8	17	3	5	5	10	5	9	5	6	7	5	5	3	
OARB_53725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	3	4	4	1	1	1	0	1	9	0	5	2	2	3	1	3	2	2	1	0	5	2	3	2	9	2	1	3	6	2	7	0	3	1	4	4	1	5	2	2	6	
OARB_53727	2	6	4	2	4	1	3	4	1	1	3	1	6	2	2	1	2	3	0	2	1	16	27	19	16	38	36	32	35	28	11	22	16	27	48	19	39	32	76	26	14	40	49	11	10	20	15	30	27	17	51	15	14	27	77	19	23	19	34	27	25	34	23	53	14	35	17	
OARB_53735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	
OARB_53741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	1	0	9	2	4	0	0	0	4	4	0	0	0	0	0	0	4	4	0	0	4	0	2	3	0	1	1	0	2	6	0	2	2	4	6	1	2	1	3	0	4	0	
OARB_5377	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	32	10	10	11	46	26	30	14	55	33	64	5	45	90	26	54	44	77	68	22	53	53	20	11	40	16	15	33	6	34	0	6	30	136	68	76	44	63	44	53	34	46	106	38	31	22	
OARB_53772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46	40	56	31	38	16	123	23	36	31	47	24	59	41	23	49	28	62	77	32	75	123	15	7	46	17	49	65	41	59	31	31	54	153	5	59	43	48	46	20	38	44	153	28	74	12	
OARB_53786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	21	12	15	20	6	15	8	10	7	11	7	6	20	4	26	7	37	19	11	21	16	8	0	4	1	10	15	4	19	7	10	14	29	5	16	8	9	10	6	11	3	27	6	21	4	
OARB_53803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2	4	3	5	3	0	0	0	1	1	1	0	1	0	0	1	3	1	0	10	0	2	6	0	0	1	1	0	6	2	1	4	5	1	0	1	2	16	2	1	0	
OARB_53804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	3	0	0	1	3	1	1	4	0	4	1	0	3	2	10	2	3	2	2	0	0	2	0	0	2	0	1	0	1	2	7	0	5	1	3	3	2	3	0	7	1	1	0	
OARB_53824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	5	9	6	14	20	11	5	3	6	7	1	20	8	21	13	16	13	6	11	27	2	5	21	12	7	7	6	13	3	3	5	21	2	10	8	5	3	4	18	29	47	7	8	7	
OARB_53849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	9	8	3	6	2	5	6	2	5	4	2	2	3	2	3	1	6	4	3	5	7	2	1	2	4	4	5	5	8	3	2	7	13	1	11	4	7	6	5	3	1	12	2	12	1	
OARB_53900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	0	1	1	1	1	0	4	0	0	0	3	4	0	2	2	1	1	0	0	0	1	4	1	0	0	3	1	0	0	4	1	2	1	1	1	1	2	0	3	0	2	1	
OARB_53916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	187	218	587	141	204	204	818	211	477	149	262	218	423	333	257	300	189	457	389	97	403	886	231	44	529	132	272	554	143	481	346	237	341	1924	139	348	769	339	973	249	170	152	929	240	752	96	
OARB_5393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	6	4	9	13	14	7	8	2	13	8	9	22	7	13	9	27	12	6	8	7	2	2	8	11	21	21	7	30	4	16	15	25	7	27	10	18	10	18	17	14	28	20	12	5	
OARB_53948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	24	32	9	1	0	0	48	27	10	45	23	18	1	1	0	0	0	0	0	0	0	0	0	25	43	2	
OARB_53964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	63	52	33	34	64	46	48	57	55	45	75	23	51	117	29	121	71	130	72	69	89	58	36	11	57	55	51	42	33	72	8	34	89	189	49	86	42	78	49	52	68	50	98	61	40	49	
OARB_54030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	5	5	4	2	5	7	4	0	1	5	3	7	2	6	7	0	5	5	2	1	3	1	1	4	2	10	0	2	4	11	4	2	1	4	2	1	5	3	5	5	1	5	
OARB_54046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3	1	2	0	4	0	2	2	0	2	0	0	0	1	0	0	1	0	1	0	2	1	0	0	0	0	2	0	0	1	3	0	1	
OARB_54122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	2	5	3	6	1	4	6	1	0	4	0	3	3	12	9	3	5	0	1	3	1	2	3	1	3	4	2	5	0	3	0	3	2	6	5	2	5	4	5	2	1	1	
OARB_54128	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	30	29	10	13	11	45	25	46	19	20	8	31	34	8	29	19	53	63	16	20	57	12	5	30	6	20	31	17	36	10	15	24	110	21	34	35	43	26	23	26	19	96	16	30	14	
OARB_54163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	51	73	61	48	73	55	122	61	90	51	71	32	58	115	42	115	71	133	110	46	91	143	48	21	90	52	68	93	43	107	47	42	69	223	41	86	57	72	65	66	98	52	220	69	86	32	
OARB_54202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	2	2	0	0	0	1	0	0	2	0	0	1	1	0	0	1	0	1	0	0	1	1	4	1	0	
OARB_54315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	2	1	6	2	13	1	9	10	7	1	8	12	12	16	13	19	8	11	7	16	4	1	16	5	11	15	6	12	9	5	10	20	5	11	9	8	9	6	11	7	21	13	12	5	
OARB_54335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	23	17	20	15	15	32	25	17	16	18	10	7	24	4	35	13	43	15	17	18	29	17	2	18	12	23	23	20	41	10	22	23	71	14	37	24	21	19	15	28	14	33	10	24	9	
OARB_5434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1	1	10	2	1	4	2	2	2	2	2	1	1	8	5	1	11	22	0	2	5	0	2	4	2	7	2	4	3	26	2	7	8	15	10	2	4	3	17	2	5	2	
OARB_54373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	6	2	10	10	18	9	5	3	12	1	3	12	6	15	6	22	16	4	17	24	9	0	16	3	8	10	5	14	4	2	5	50	9	13	5	10	11	12	9	8	29	10	11	4	
OARB_54382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	106	51	36	45	57	121	57	57	58	91	22	22	53	27	151	59	164	66	59	136	128	44	12	43	41	59	64	46	76	18	27	74	243	34	102	48	106	68	83	76	57	188	70	52	26	
OARB_54398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	3	0	0	0	0	0	3	0	0	0	0	4	2	0	1	1	1	0	0	0	0	0	1	3	1	0	3	7	4	1	0	4	3	1	7	2	1	0	0	0	
OARB_54464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	1	4	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	2	0	1	2	1	0	0	0	0	0	0	0	0	
OARB_5447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	27	10	6	17	15	54	14	4	4	9	14	7	27	0	16	4	16	13	11	12	7	4	1	8	1	7	7	11	19	5	3	12	25	6	14	15	16	8	8	8	13	15	7	11	2	
OARB_54480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	6	2	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	5	1	1	0	1	0	0	0	1	0	0	0	0	
OARB_54494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	7	5	6	6	26	3	10	4	9	3	23	15	18	17	10	18	28	3	12	21	3	3	24	11	9	20	6	14	16	2	3	23	1	7	3	5	5	3	7	13	43	2	5	2	
OARB_545	2	2	3	3	6	0	4	3	2	2	1	1	0	0	5	1	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_54524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	32	56	34	37	40	44	67	52	32	36	50	39	27	77	13	77	33	67	22	31	96	84	23	13	45	27	54	46	29	99	30	43	58	108	41	86	29	47	43	60	77	32	79	28	31	13	
OARB_54532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	
OARB_54564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	5	1	1	0	3	1	1	0	4	1	1	0	0	4	0	0	5	0	1	2	0	2	2	0	2	18	0	0	6	0	8	0	1	0	11	1	0	0	
OARB_54613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	2	0	0	0	1	1	0	0	1	2	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	1	0	1	0	
OARB_54617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	6	0	0	1	1	0	4	0	0	0	6	0	2	1	0	0	0	0	0	0	0	1	2	0	1	2	1	0	1	0	1	0	2	2	0	0	0	0	0	
OARB_5462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	7	2	3	5	3	4	3	8	8	5	0	1	4	7	10	5	6	2	1	6	5	1	1	9	2	7	7	6	7	2	3	6	27	1	6	6	8	15	4	8	2	10	11	4	2	
OARB_54629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	17	23	7	7	4	22	12	13	6	12	9	9	17	1	17	8	20	12	6	18	20	7	1	16	6	6	14	6	14	16	7	10	63	3	12	34	7	13	7	7	4	41	4	22	0	
OARB_54645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38	127	190	28	50	46	479	64	280	66	66	51	241	71	156	108	56	143	313	30	89	422	27	12	252	31	52	285	47	93	109	42	81	945	18	59	187	58	276	58	63	41	653	74	283	22	
OARB_54675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	19	23	10	22	17	30	14	17	15	17	8	17	28	11	25	12	38	30	17	35	36	9	3	18	9	27	20	14	40	10	12	23	55	2	35	30	12	15	13	19	11	52	13	36	16	
OARB_54681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	15	17	5	2	2	42	2	21	11	12	3	9	11	5	17	4	15	15	7	10	24	5	0	13	2	12	26	7	21	16	9	7	87	2	12	24	3	13	10	19	1	68	8	28	6	
OARB_54699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	9	1	4	6	20	2	9	3	5	0	4	5	7	6	3	18	9	4	11	33	2	1	12	0	8	21	3	17	4	2	11	76	2	14	13	18	16	14	3	6	31	9	22	2	
OARB_54718	4	0	2	3	4	1	7	6	2	6	5	7	5	3	5	6	3	6	6	2	1	76	139	84	127	218	135	197	78	144	74	131	72	148	264	94	189	162	225	167	121	169	209	38	45	124	77	77	146	63	172	59	46	155	457	95	220	123	214	141	180	76	150	365	79	136	49	
OARB_54720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	118	253	205	99	119	99	372	163	156	114	224	119	201	255	100	296	149	422	233	105	261	436	124	27	157	105	177	158	146	241	115	167	228	711	75	192	230	195	274	225	175	108	617	147	371	57	
OARB_54751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	1	2	2	3	2	7	5	0	1	1	2	6	4	9	1	3	5	3	0	2	2	5	1	3	2	6	2	0	4	3	0	5	0	3	1	3	3	0	2	7	5	1	
