	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts
Oarb_148384_c1_g1	0	1	1	1	2	2	0	0	2	1	2	1	0	2	6	0	1	1	16	4	3	11	10	4	1	1	1	2	1	0	4	0	1	6	8	0	1	2	6	1	3	3	5	4	4	1	1
Oarb_148386_c3_g3	1	7	6	15	7	10	7	8	16	8	6	19	5	0	13	4	21	12	23	14	6	12	23	0	3	8	9	12	9	6	20	4	14	11	38	4	15	7	11	18	12	13	4	18	11	13	4
Oarb_148387_c1_g1	0	0	3	1	3	1	0	2	0	0	2	4	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	2	0	0	2	3	1	1	0	4	1	1	3	0	4	1	2	0
Oarb_148388_c5_g1	0	19	18	48	11	11	12	90	21	74	9	25	7	50	36	37	40	27	38	85	17	29	99	26	9	67	13	17	58	17	34	22	30	14	253	12	33	64	30	81	15	28	5	109	14	68	10
Oarb_148389_c1_g2	0	0	2	13	3	4	1	8	1	8	3	6	1	7	10	4	3	0	19	11	4	11	14	2	1	2	0	3	3	0	15	5	2	2	5	0	3	0	5	3	0	6	7	13	6	6	0
Oarb_148391_c0_g1	0	7	2	6	5	4	5	8	8	3	7	14	3	1	14	2	6	5	23	2	2	15	15	5	0	1	9	4	6	2	8	1	7	5	16	4	11	5	14	4	6	14	6	11	6	4	5
Oarb_148393_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0
Oarb_148393_c1_g2	0	0	1	1	0	0	0	1	0	0	6	4	1	0	2	0	1	1	6	0	4	7	0	4	0	1	1	2	1	1	3	1	1	2	3	1	4	3	1	1	5	2	1	2	3	1	2
Oarb_148395_c1_g2	1	0	3	0	1	1	3	1	1	5	4	11	0	0	5	0	8	3	4	4	2	1	2	3	0	4	1	1	4	1	5	0	3	4	11	1	7	4	4	3	12	4	6	3	8	1	2
Oarb_148397_c2_g1	1	4	11	6	7	6	3	8	4	4	8	10	2	1	12	3	9	5	30	14	11	24	13	7	3	7	0	13	5	12	11	4	4	4	16	4	10	2	11	6	8	10	6	13	9	8	6
Oarb_148398_c0_g1	0	2	1	2	0	7	9	8	5	15	8	9	1	0	6	2	1	4	12	2	3	6	3	3	2	2	3	3	9	3	6	1	7	4	26	1	6	4	14	4	5	7	1	11	6	9	6
Oarb_148398_c0_g2	3	7	31	12	2	6	12	17	19	21	16	20	5	3	14	3	24	10	44	5	8	38	18	7	4	6	6	19	15	13	27	4	16	14	64	6	22	31	18	19	17	24	6	42	13	24	5
Oarb_148399_c9_g4	0	29	89	46	22	49	24	54	43	26	61	30	23	32	36	20	80	27	149	44	48	106	94	35	9	46	14	54	51	47	100	32	29	76	176	13	71	56	52	24	59	59	29	152	60	69	11
Oarb_148400_c3_g1	0	0	9	8	4	6	3	41	8	3	9	5	5	11	9	6	5	7	23	9	2	9	17	7	1	12	2	10	15	6	24	14	1	8	34	2	6	16	11	12	8	6	3	34	13	18	2
Oarb_148401_c2_g1	0	0	2	2	1	0	2	0	2	3	1	3	0	2	1	0	1	0	2	1	3	4	3	0	0	1	3	2	1	0	1	0	2	3	2	2	2	0	2	0	2	3	1	1	0	0	1
Oarb_148402_c1_g3	0	1	12	3	4	3	7	11	9	4	4	10	2	2	8	4	19	3	7	4	4	7	3	4	0	7	4	2	3	3	14	1	7	1	4	2	5	1	3	1	2	8	6	11	2	4	3
Oarb_148402_c1_g4	0	1	5	1	1	1	1	4	2	0	1	3	1	3	2	0	3	2	2	2	0	1	1	0	0	0	1	0	3	1	1	0	1	0	2	2	2	1	0	1	4	1	1	0	2	2	0
Oarb_148403_c2_g2	0	1	1	3	2	2	2	5	3	9	4	3	2	6	5	0	5	3	3	3	1	1	5	1	0	5	2	1	6	2	1	5	0	3	20	3	7	3	0	9	1	3	4	11	0	2	4
Oarb_148405_c0_g1	0	1	1	3	1	1	4	4	0	1	2	2	0	4	1	0	6	2	6	4	0	3	2	2	0	4	2	1	1	1	7	1	1	1	12	2	2	0	3	3	3	0	2	11	1	3	2
Oarb_148407_c4_g1	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1
Oarb_148407_c5_g2	0	2	1	1	0	1	0	1	1	1	1	1	0	0	0	1	5	3	0	2	3	5	1	2	0	3	0	0	1	1	2	0	1	0	2	0	1	0	1	1	0	0	0	2	2	3	3
Oarb_148407_c5_g3	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0
Oarb_148409_c2_g1	0	1	8	0	1	0	6	9	14	1	1	0	2	1	7	1	5	5	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	5	4	0	3	2	3	3	1	0	1	6	1	9	4
Oarb_148409_c2_g4	0	0	2	1	0	0	0	5	1	2	4	5	2	6	1	1	0	3	2	4	0	2	4	0	0	3	2	1	0	0	1	0	1	1	7	0	4	2	1	3	0	2	1	4	0	1	0
Oarb_148410_c1_g1	0	16	34	26	11	30	8	28	25	32	17	30	11	34	49	7	50	15	58	40	26	38	43	10	5	20	8	24	27	22	49	22	17	45	158	12	58	27	25	26	26	31	13	108	19	34	7
Oarb_148412_c2_g1	0	1	17	8	2	8	18	23	12	34	17	12	5	19	32	16	18	9	28	62	13	27	63	6	0	17	1	9	19	3	24	6	6	32	132	3	18	15	25	28	7	13	19	87	24	51	3
Oarb_148412_c2_g2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
Oarb_148412_c2_g3	1	1	1	0	1	0	0	2	1	1	1	1	3	0	2	1	2	1	7	3	2	2	5	0	0	3	0	0	0	0	5	0	1	0	3	0	4	0	3	1	0	1	1	8	0	4	0
Oarb_148421_c3_g1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0	1	0	1	0	2	0	5	1	1	1	3	0	0	3	0	0	0
Oarb_148423_c0_g1	0	0	0	2	2	0	0	0	0	0	0	0	1	1	5	0	0	1	2	0	0	0	0	0	0	0	1	2	2	0	2	1	0	3	9	0	3	3	1	1	3	0	0	0	2	4	0
Oarb_148423_c1_g1	0	14	13	19	7	8	18	70	29	11	4	17	0	1	0	14	55	21	57	22	13	24	22	15	12	20	15	17	10	17	20	3	12	10	25	4	14	8	11	4	3	17	4	17	27	18	15
Oarb_148425_c5_g1	0	0	2	0	0	2	3	0	0	0	0	3	0	1	2	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	1	0	1	2	0	1	6	0	3	0	1	1	0	0	0	0	0
Oarb_148428_c2_g1	0	2	3	4	1	0	2	8	0	8	0	2	0	5	3	3	3	1	2	5	0	0	7	5	0	8	0	0	6	2	4	1	1	2	18	1	8	7	1	5	0	0	1	14	0	11	0
Oarb_148430_c0_g1	0	0	0	1	2	0	4	2	0	0	2	3	2	0	2	0	5	2	3	2	0	5	1	1	1	0	0	0	0	0	2	0	0	1	1	1	2	2	0	1	0	1	0	0	2	2	1
Oarb_148431_c0_g2	0	6	12	1	1	4	22	12	21	44	27	22	5	5	56	4	39	29	48	11	33	53	30	16	13	5	24	6	7	4	26	2	2	22	19	9	19	4	22	9	42	23	31	16	14	10	6
Oarb_148439_c1_g1	0	0	2	3	2	3	2	4	3	2	4	8	0	2	2	2	9	0	3	8	0	4	9	1	0	1	0	2	2	2	4	2	3	2	6	1	4	1	2	4	1	8	4	4	3	2	2
Oarb_148441_c2_g1	0	1	10	7	4	4	3	14	6	3	1	6	2	5	8	4	11	6	11	8	8	7	15	9	1	5	1	7	5	3	7	4	3	6	25	2	9	7	5	6	5	8	1	17	1	3	1
Oarb_148441_c2_g2	0	1	4	5	2	2	2	10	3	3	5	6	1	1	4	1	2	2	7	2	1	3	6	0	0	4	6	5	3	3	7	5	4	3	36	5	10	16	11	3	5	5	5	14	9	10	10
Oarb_148444_c1_g1	0	4	0	2	2	4	5	13	1	1	3	2	1	3	8	1	0	4	8	13	3	8	16	1	2	4	1	8	5	3	9	5	3	5	11	0	4	4	9	5	5	3	3	10	2	4	1
Oarb_148444_c1_g2	0	0	1	1	0	0	2	2	3	3	2	1	1	3	0	4	0	0	9	3	0	6	2	0	1	3	0	2	6	0	1	1	1	1	8	0	2	2	1	2	1	0	2	5	1	3	1
Oarb_148445_c1_g1	0	12	28	74	15	40	22	60	31	53	36	39	9	35	20	12	31	18	80	81	21	59	83	7	8	32	15	25	68	16	44	21	15	45	181	11	35	59	32	81	16	37	27	191	58	118	12
Oarb_148446_c5_g1	0	1	3	5	1	0	0	4	1	0	0	0	0	1	1	0	1	0	1	1	1	3	5	9	0	1	0	1	3	2	5	1	3	3	10	1	3	4	0	6	1	5	0	9	1	2	0
Oarb_148447_c2_g1	0	2	1	0	0	2	1	2	3	6	8	22	1	2	2	0	0	0	0	0	0	1	2	0	0	0	1	0	1	1	1	0	1	0	1	0	2	0	2	1	0	1	0	3	3	3	0
Oarb_148450_c2_g1	0	4	1	2	1	11	5	9	2	2	0	1	2	3	5	7	6	8	10	10	2	3	4	3	0	7	2	8	5	1	17	2	3	12	35	4	10	6	6	10	6	6	4	19	6	8	1
Oarb_148451_c2_g1	1	0	9	0	3	1	4	2	2	0	1	4	2	0	3	0	3	1	5	0	0	3	0	3	2	0	1	6	1	0	4	0	2	2	3	0	1	1	4	0	2	8	0	2	3	0	0
Oarb_148452_c0_g1	0	0	6	2	0	1	1	2	4	4	3	6	2	0	7	1	10	3	8	2	1	3	0	1	0	1	3	0	2	1	4	1	0	2	7	2	4	4	1	3	2	9	6	4	3	0	4
Oarb_148453_c1_g1	1	1	3	2	0	2	0	1	2	1	2	4	0	0	2	1	1	1	3	2	3	4	2	2	0	0	1	0	1	0	1	2	2	3	4	0	4	0	0	2	0	2	0	2	4	2	1
Oarb_148453_c1_g2	0	0	1	2	1	2	0	1	0	0	0	2	1	2	2	1	0	1	3	0	4	1	2	1	1	1	0	1	0	1	4	0	0	0	5	2	2	2	4	1	3	5	0	4	1	2	0
Oarb_148454_c3_g1	0	9	5	6	2	4	3	6	6	3	2	1	1	4	0	9	7	1	4	6	1	0	6	2	1	12	2	1	3	1	4	6	3	1	30	1	2	5	1	3	3	1	1	13	1	4	0
Oarb_148454_c3_g2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Oarb_148455_c0_g2	0	0	1	0	1	0	2	1	1	1	0	1	0	0	3	0	2	2	1	1	1	2	2	0	1	0	0	2	0	1	3	0	1	0	4	1	1	1	0	0	3	3	2	1	2	0	0
Oarb_148456_c5_g1	0	12	13	16	4	24	25	58	21	44	19	20	10	49	49	42	115	52	24	34	12	54	77	6	13	43	48	41	88	22	69	24	17	45	86	33	71	25	50	23	20	49	48	154	19	24	4
Oarb_148457_c1_g2	0	2	1	13	8	5	0	3	2	2	2	4	1	3	7	1	7	3	4	1	4	3	2	3	1	0	2	7	12	4	8	1	7	3	9	2	4	9	4	3	2	3	0	9	3	3	3
Oarb_148461_c5_g2	0	0	1	1	1	1	0	0	0	0	2	2	1	3	3	0	1	2	1	1	0	0	0	2	0	0	0	0	0	0	1	1	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0
Oarb_148462_c4_g2	1	29	28	29	11	35	45	77	16	75	30	25	9	49	27	34	46	25	50	52	11	39	67	4	8	40	21	19	42	12	34	19	9	43	110	22	34	21	40	37	28	20	24	87	18	37	7
Oarb_148466_c3_g1	0	1	1	0	0	1	1	1	0	6	4	2	1	1	1	1	1	1	1	0	3	4	5	2	0	2	1	1	2	0	0	1	1	4	6	0	1	3	1	0	4	0	0	2	2	0	3
Oarb_148469_c1_g1	0	13	4	2	3	3	3	5	7	1	6	14	3	4	6	3	10	5	16	4	5	12	10	0	0	8	3	6	5	0	12	1	2	5	16	8	11	5	9	1	4	11	9	14	3	2	3
Oarb_148469_c2_g1	0	2	8	6	4	5	3	6	16	0	2	3	2	2	7	1	4	4	2	5	5	7	5	2	0	6	2	4	8	3	9	5	4	2	18	3	6	5	7	8	2	5	0	16	5	8	0
Oarb_148470_c2_g1	0	2	6	2	2	5	10	2	3	2	5	4	2	2	12	3	20	3	13	2	2	12	6	5	5	4	4	3	4	2	6	1	1	4	7	1	9	3	8	4	2	7	4	3	4	2	2
Oarb_148473_c0_g1	0	5	4	4	1	5	4	12	2	2	0	8	0	4	2	5	14	1	3	4	4	1	8	3	2	9	4	2	7	0	4	1	5	5	23	3	5	9	2	5	1	6	3	21	3	9	2
Oarb_148474_c2_g2	0	3	1	3	0	1	1	5	3	7	3	3	1	2	7	0	3	0	6	4	0	3	3	0	1	4	3	0	3	1	2	1	2	3	10	3	2	3	3	1	0	0	5	6	0	3	1
Oarb_148475_c2_g1	0	56	52	10	9	51	53	95	25	79	34	51	24	74	103	25	56	43	103	101	38	60	83	18	16	48	21	40	41	17	57	25	22	65	150	56	78	34	82	26	64	54	38	99	26	24	33
Oarb_148475_c2_g2	2	36	33	17	8	15	16	41	20	37	24	57	16	21	40	1	25	11	110	51	20	85	64	17	3	9	2	8	17	7	33	8	10	74	144	18	87	40	71	29	47	21	6	43	17	17	2
Oarb_148476_c1_g1	0	5	1	3	0	1	2	3	3	0	1	2	0	1	2	0	0	1	4	1	0	1	0	1	0	1	0	0	0	1	2	0	4	1	4	0	2	4	0	0	2	0	0	4	0	1	2
Oarb_148477_c1_g1	0	7	5	3	6	4	3	10	4	9	5	6	1	7	12	3	9	3	5	7	3	9	9	9	2	7	2	2	5	4	9	2	3	8	15	5	7	6	10	9	7	5	5	19	4	5	2
Oarb_148480_c1_g2	3	20	22	22	19	23	15	19	42	6	17	30	8	8	43	1	26	18	39	20	11	32	20	26	7	18	20	27	18	19	38	15	41	30	46	25	29	30	43	33	35	26	7	36	33	45	20
Oarb_148481_c0_g1	0	25	32	3	17	31	31	22	21	16	29	59	17	13	67	3	98	24	162	18	47	42	33	14	7	12	18	54	17	17	76	4	24	33	57	32	54	18	52	21	24	56	40	43	46	10	19
Oarb_148482_c1_g1	0	2	10	3	3	3	6	9	7	3	5	2	2	4	3	3	6	0	17	5	8	14	13	4	0	2	1	2	3	5	4	1	3	6	29	6	2	6	3	5	6	0	1	2	1	1	1
Oarb_148484_c0_g1	4	22	62	13	21	20	24	52	33	31	21	67	27	20	74	6	80	31	67	20	31	55	50	19	8	22	27	38	27	26	73	21	32	51	101	15	46	25	46	36	49	51	26	88	26	27	21
Oarb_148485_c2_g1	1	2	5	2	2	0	1	3	0	2	1	3	0	0	0	0	1	1	3	2	0	2	2	1	0	0	1	0	1	0	0	1	3	0	11	1	3	5	1	0	0	0	1	4	0	3	0
Oarb_148485_c2_g3	0	10	19	14	9	10	14	70	21	16	10	16	4	12	18	18	33	15	58	33	22	29	41	7	1	32	13	16	33	8	22	9	3	9	59	8	20	20	14	22	9	17	31	142	12	29	4
Oarb_148487_c3_g2	0	6	16	11	9	12	16	20	26	9	11	25	11	5	12	6	40	14	33	10	15	27	27	7	2	13	10	7	10	11	15	8	13	15	24	7	17	11	18	5	21	21	13	44	4	9	4
Oarb_148488_c2_g4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0
Oarb_148490_c1_g2	0	1	3	1	5	5	8	4	4	1	3	4	3	2	1	0	20	8	17	3	5	15	8	8	1	4	3	9	2	5	10	4	6	12	19	1	12	7	6	11	6	8	2	5	7	2	0
Oarb_148492_c2_g1	0	3	6	2	4	10	4	12	2	5	5	15	1	6	12	3	9	4	14	5	7	9	14	3	1	5	4	8	7	1	10	2	3	2	8	5	7	4	12	8	6	13	11	15	6	2	3
Oarb_148493_c2_g2	0	2	8	22	6	29	11	12	6	28	25	14	6	7	22	13	6	3	17	20	2	25	98	9	3	31	5	6	20	2	20	6	1	73	308	16	107	45	70	62	12	22	54	49	15	50	0
Oarb_148495_c0_g1	0	4	11	10	2	5	7	13	7	3	7	10	1	3	7	4	24	14	15	3	9	14	9	7	1	10	10	18	8	10	23	6	7	12	30	4	13	5	8	9	9	15	4	26	13	9	5
Oarb_148496_c1_g1	0	4	1	5	5	6	3	6	5	4	7	8	2	3	7	2	5	3	15	7	6	3	10	0	0	4	1	5	5	1	10	2	3	10	21	5	9	10	8	4	7	5	6	21	5	1	2
Oarb_148497_c2_g1	1	7	3	3	1	1	2	1	3	10	5	4	2	3	0	5	8	3	3	4	0	7	12	1	1	4	2	5	9	3	4	3	3	4	12	2	0	2	0	4	4	5	3	4	4	2	1
Oarb_148500_c0_g1	0	0	6	2	0	2	8	7	6	0	1	3	3	5	9	0	0	0	3	4	1	7	13	0	2	4	1	0	8	2	5	2	1	1	11	1	6	4	2	4	4	2	4	7	2	5	0
Oarb_148503_c0_g1	0	7	14	2	4	11	19	8	5	5	6	11	2	4	16	1	28	5	18	7	12	14	16	6	2	5	9	10	12	5	17	1	6	13	27	7	25	3	17	1	15	27	11	15	6	5	4
Oarb_148504_c1_g1	0	1	4	3	0	1	2	0	5	3	0	3	2	0	1	0	7	1	1	2	1	5	9	8	0	2	1	1	0	0	0	1	2	1	4	1	6	5	2	2	1	2	0	1	1	2	1
Oarb_148505_c3_g2	5	52	116	163	34	58	46	277	68	126	82	118	25	78	84	77	190	69	164	143	50	122	265	53	16	186	48	48	167	58	133	91	62	92	604	28	105	230	124	142	73	119	48	669	54	252	30
Oarb_148505_c3_g3	0	3	10	6	7	1	5	18	12	6	12	9	2	6	8	7	9	4	19	6	3	8	23	3	0	16	4	6	14	12	13	0	4	7	44	7	18	16	9	12	8	9	6	39	4	11	3
Oarb_148506_c1_g1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	3	0	0	2	0	1	0	1	0	0	1	0	0	0
Oarb_148507_c3_g1	0	2	4	0	0	3	0	0	0	0	0	1	0	1	2	0	1	2	3	0	1	9	8	4	0	0	2	2	0	0	0	0	0	0	6	0	2	0	1	0	0	2	0	1	3	3	1
Oarb_148508_c0_g1	1	12	19	33	16	11	11	32	10	17	8	27	4	6	14	6	29	13	41	10	11	26	35	12	3	24	14	10	15	5	29	12	12	16	57	5	20	15	16	13	9	18	15	52	11	25	7
Oarb_148510_c1_g2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0
Oarb_148510_c1_g5	0	0	0	2	1	1	0	3	0	2	1	0	2	5	1	0	1	1	2	3	0	2	4	1	0	3	0	1	0	0	1	1	0	0	8	0	0	2	0	3	1	0	0	4	0	6	0
Oarb_148511_c4_g1	0	8	14	9	10	8	19	20	20	23	10	22	1	18	17	8	17	20	28	9	11	14	20	12	0	12	8	13	8	10	18	5	5	14	33	9	24	4	9	9	20	25	12	30	11	12	3
Oarb_148514_c1_g1	0	0	8	2	5	3	0	1	8	0	0	4	4	0	2	0	3	1	1	1	2	0	0	1	0	2	2	1	1	4	2	0	0	6	2	3	4	2	9	4	2	3	1	3	4	3	0
Oarb_148514_c1_g2	0	4	8	11	14	27	6	4	10	2	3	11	10	4	20	2	13	13	45	9	7	24	11	9	4	3	7	24	14	17	57	4	24	28	34	8	27	11	27	21	15	28	23	33	24	23	8
Oarb_148516_c1_g1	0	1	2	2	1	5	3	5	6	0	3	3	2	3	7	0	4	8	10	3	3	2	2	0	0	6	3	6	3	2	9	2	4	2	9	5	13	5	5	2	5	6	1	4	6	3	8
Oarb_148517_c2_g1	0	8	15	5	1	2	2	6	2	3	3	1	3	4	3	0	13	7	10	6	5	6	8	7	0	5	2	2	6	3	11	0	2	5	26	5	8	5	7	4	3	6	4	40	10	15	3
Oarb_148517_c2_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	4	1	0	0	1	0	0	2	0	2	1	1	0
Oarb_148518_c1_g1	0	1	0	1	0	0	5	7	2	0	1	3	0	2	1	0	5	3	6	0	5	4	3	0	2	4	1	2	3	2	1	0	0	2	7	1	2	2	2	2	1	2	2	4	3	0	0
Oarb_148518_c1_g2	0	0	5	4	4	4	1	6	3	2	2	2	2	0	6	1	5	1	8	1	4	6	1	2	0	0	0	1	0	1	6	1	0	4	6	0	3	1	3	1	4	1	0	7	1	7	2
Oarb_148519_c1_g1	0	1	1	2	2	2	3	1	1	2	2	3	1	2	4	0	8	2	9	1	3	6	3	2	0	3	3	5	0	0	3	0	1	2	8	8	5	3	6	1	5	10	3	6	10	1	4
Oarb_148520_c2_g1	0	7	2	16	6	7	5	8	4	8	4	1	6	5	9	10	6	6	14	13	5	9	11	6	2	17	1	6	4	1	5	3	2	11	99	9	21	20	14	20	6	5	5	26	6	13	6
Oarb_148521_c3_g2	0	8	2	2	3	4	3	5	4	2	1	3	1	1	3	3	3	6	13	13	10	2	5	0	0	1	0	1	4	3	10	1	1	5	14	0	3	4	3	1	5	4	1	4	4	1	2
Oarb_148521_c3_g8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	3	3	0	1	0
Oarb_148522_c0_g1	0	2	2	0	0	0	1	1	2	0	1	3	0	0	3	1	0	0	4	1	1	3	1	2	2	4	1	0	0	2	1	0	2	0	3	0	3	1	1	2	3	3	0	6	3	0	0
Oarb_148522_c0_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_148523_c3_g3	0	0	13	1	2	0	0	4	4	0	3	1	5	3	22	0	3	0	7	2	2	12	7	4	0	3	0	6	2	2	7	1	3	2	5	0	4	0	1	2	2	7	3	4	2	3	0
Oarb_148524_c12_g1	0	0	1	0	1	0	0	0	1	6	0	0	2	0	2	1	0	1	2	2	3	4	3	0	0	3	0	0	2	1	1	1	1	0	2	1	1	2	2	2	0	0	0	1	1	1	1
Oarb_148524_c12_g2	0	1	1	4	0	2	5	3	1	3	0	4	1	1	9	1	3	1	8	12	5	3	8	2	1	1	0	4	2	3	6	0	3	3	5	3	4	1	5	3	5	4	5	4	6	2	7
Oarb_148526_c4_g1	0	1	0	1	0	2	2	4	4	5	1	1	0	3	2	1	5	2	16	4	3	4	6	4	0	5	1	4	6	1	1	1	3	6	12	1	5	9	6	7	5	6	3	9	1	3	1
Oarb_148529_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
Oarb_148529_c0_g2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	1	1	0	0	0	0	0	2	0	1	0	0	1	1	0	0	1	1	0	2	0	0	0	1	1	0	2	0	0
Oarb_148531_c3_g1	0	3	3	16	0	7	2	11	3	3	3	2	1	4	3	2	4	2	5	13	2	6	28	1	1	6	3	8	8	4	11	1	0	4	40	1	6	11	9	9	5	6	2	7	1	4	3
Oarb_148533_c0_g1	0	14	34	12	9	9	24	16	32	16	15	20	6	9	32	4	34	11	31	9	14	18	21	10	6	20	12	17	12	9	32	4	10	13	58	11	17	13	23	12	18	15	6	21	9	9	13
Oarb_148536_c6_g1	0	0	0	0	0	0	5	2	3	2	2	1	1	1	0	0	1	0	2	1	1	0	1	0	0	1	0	1	0	1	1	0	1	4	3	5	2	0	1	0	2	1	0	2	1	0	1
Oarb_148536_c6_g2	0	3	3	0	1	3	2	4	1	4	4	4	0	0	0	0	1	1	34	10	11	4	3	1	1	0	1	1	1	1	5	1	1	2	17	6	10	2	8	7	9	4	1	3	5	0	0
Oarb_148536_c6_g4	0	1	0	1	0	2	3	9	2	6	0	3	0	3	7	2	3	1	7	1	0	5	5	0	0	4	1	0	1	0	3	0	2	0	11	0	4	4	3	3	0	3	1	3	4	4	2
Oarb_148539_c1_g3	0	3	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	1	1
Oarb_148539_c1_g4	0	0	1	1	0	0	0	4	1	0	1	0	0	1	2	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0
