"","OC4_F_B","OC5_H_B","OC9_C_B","OD4_C_B","OD5_F_B","OD6_H_B","OF7_C_B","OF8_F_B","OF9_H_B","OI1_C_B","OI2_F_B","OI3_H_B","OJ13_C_B","OJ14_F_B","OJ15_H_B","OL6_C_B","OL7_F_B","OL8_H_B","OM1_C_B","OM2_F_B","OM3_H_B","OR7_C_B","OR8_F_B","OR9_H_B","Control_1.1","Control_1","Control_2.1","Control_2","Control_3.1","Control_3","Control_4.1","Control_4","Cool_1","Cool_2","Cool_3","Cool_4","Heat_1.1","Heat_1","Heat_2.1","Heat_2","Heat_3.1","Heat_3","Heat_4.1","Heat_4"
"Sym_108429_c4_g2",218.280504892984,384.655537126253,247.511818760983,233.135085934668,210.040633383019,238.693951890985,286.812378323539,202.511367570151,277.67077942067,195.563769754663,247.589556283351,142.254950911067,212.391127243242,248.778408272706,369.061805889175,238.143648823775,254.254429460942,331.957472561978,168.073746495877,200.686924600726,388.782692970843,226.549647121937,185.259575813545,355.732918898717,264.0846458605,256.217174758011,256.946866870493,166.063325606565,238.020162176188,256.492287041712,211.047594875828,181.977283608687,258.366436562076,299.021885392585,329.22917630136,304.656838988935,150.5393350082,285.431548396361,252.630845602673,304.39527486233,302.947537682702,262.438110384965,322.235034503518,273.26152877955
"Sym_108429_c4_g6",50.3724242060732,52.4530277899436,28.7804440419748,42.945936882702,28.9711218459337,12.9023757778911,59.752578817404,11.9124333864795,51.4205147075314,36.9985510346661,20.6324630236126,50.8053396110954,23.2302795422296,34.5525567045425,50.3266098939784,21.6494226203431,19.5580330354571,48.4104647486218,45.2506240565822,16.7239103833938,50.1655087704313,67.964894136581,26.4656536876493,39.5258798776352,35.4090328953005,32.1112706826176,36.3319955423683,24.2865642387569,33.2922091789845,35.6822330581759,34.1599472475299,28.8113045061483,49.3363044691402,42.0319594999846,45.4779381667758,39.0926441886929,22.1791048730942,37.9687240573922,38.0794786786468,39.751082405993,36.2072013948929,36.2267509237285,38.5269731874976,36.6904257078754
"Sym_108771_c2_g1",100.744848412146,113.648226878211,109.365687359504,153.37834600965,83.2919753070594,154.828509334693,101.579383989587,107.211900478315,190.255904417866,113.638406749331,92.8460836062568,162.577086755505,112.832786347972,69.1051134090851,93.9430051354264,169.587143859355,101.701771784377,138.315613567491,142.216247034972,91.9815071086659,89.8798698803561,130.266047095114,89.9832225380075,59.2888198164528,132.737526455681,116.811957722696,119.779012042086,109.604948999585,112.377150523699,104.31805782302,103.325384991291,96.1789135719952,90.2335042264538,105.943569150646,107.540423585253,116.059748186261,144.860626997214,136.443163352442,125.206311771861,138.965427808348,135.201457231797,117.531106690051,141.64633808018,115.182381202335
"Sym_109060_c7_g1",58.7678282404187,65.5662847374295,46.0487104671596,104.297275286562,79.6705850763177,51.6095031115643,89.628868226106,47.6497335459179,66.8466691197909,29.0702900986662,65.3361329081066,40.6442716888763,66.3722272635132,51.8288350568138,67.1021465253046,57.7317936542484,62.5857057134627,41.4946840702473,61.4115612196472,50.1717311501814,62.7068859630391,79.2923764926779,68.8106995878881,79.0517597552704,54.9674254107675,62.780418430387,63.2409868932668,52.5157525422471,58.6759242234976,62.3389601075191,69.8418723427221,64.6135873115827,94.777637532822,90.5894286940308,73.5939284294264,67.332372993556,30.9650304749963,53.6224962564925,52.3746875029931,50.3150686892295,49.9157082813987,49.60594870806,45.2769819669784,52.7538956695324
"Sym_109253_c1_g1",50.3724242060732,74.3084560357534,57.5608880839495,73.6216060846321,105.02031669151,77.4142546673464,47.8020630539232,107.211900478315,46.2784632367783,95.1391312319984,85.9685959317193,50.8053396110954,112.832786347972,79.4708804204479,100.653219787957,93.8141646881536,70.4089189276455,55.3262454269964,100.197810411003,50.1717311501814,79.4287222198496,79.2923764926779,63.5175688503582,39.5258798776352,67.4810888685307,87.4887913807844,82.4755727686382,97.3039619176171,69.6457709261515,59.820214244589,57.8351582111645,86.8576091729472,74.6536186046201,63.9116096506616,46.2553388191993,81.1753773096654,111.10981523381,73.4950155730808,89.4682897109953,75.2547888836745,78.2745278710402,89.7435420610546,90.3462713561265,89.9919396715552
"Sym_109253_c1_g2",58.7678282404187,96.1638842815632,132.390042593084,147.243212169264,170.20534084486,141.926133556802,107.554641871327,190.598934183672,118.267183827322,155.922465074664,165.059704188901,172.738154677724,182.523624974661,158.941760840896,107.363434440487,115.463587308497,148.641051069474,179.810297637738,171.30593392849,150.515193450544,100.331017540863,135.929788273162,111.155745488127,128.459109602314,135.88911577097,136.42482963663,151.059500182842,169.69053974612,150.771613982987,157.421616433129,155.410849111287,188.544566253471,119.121208816937,133.197168461139,120.756234676453,133.557305641823,151.717934784065,112.129857596392,116.456658094891,115.986034965432,154.246863745873,152.934522365513,138.530949412727,142.380756478323
"Sym_109253_c1_g3",83.9540403434553,30.5975995441338,40.2926216587647,42.945936882702,43.4566827689005,32.2559394447277,71.7030945808848,23.824866772959,15.4261544122594,29.0702900986662,30.9486945354189,10.1610679222191,43.1419477212836,27.642045363634,33.5510732626523,43.2988452406863,31.2928528567314,48.4104647486218,51.7149989218082,41.8097759584845,37.6241315778235,56.6374117804842,26.4656536876493,29.6444099082264,41.3414363123142,39.321885356858,42.4520910481683,42.2649299739406,37.2464562462202,40.5098292954586,39.2332067397373,45.9709785134867,47.7133997168659,38.1934243858308,35.6308632360779,40.4215726030394,29.4649943966227,37.8577043964057,36.4774294138493,39.0976399554836,35.5793308504728,37.050086171995,38.4231268985825,39.4285171786124
"Sym_109358_c2_g1",67.1632322747642,39.3397708424577,51.8047992755546,61.3513384038601,47.0780729996423,64.5118788894554,47.8020630539232,23.824866772959,51.4205147075314,36.9985510346661,34.3874383726877,101.610679222191,79.6466727162158,58.7393463977223,33.5510732626523,46.9070823440768,74.320525534737,55.3262454269964,80.8046858153253,25.0858655750907,43.8948201741274,45.3099294243874,37.051915162709,29.6444099082264,58.675177546401,46.6286415600884,54.2065601942287,55.1967369062658,47.5785211638361,57.0915728930815,41.769836485841,40.8866306594605,39.2742950050393,51.6282972853693,45.7370717175836,70.1009738567779,41.2509921552719,43.8527660896781,46.9523669144479,49.4438120885502,51.9039650053957,61.1326421837918,48.0808317676857,45.4523184142338
"Sym_109489_c3_g1",142.721868583874,139.874740773183,86.3413321259243,110.432409126948,57.9422436918674,109.670194112074,191.208252215693,71.4746003188769,107.983080885816,92.4963775866651,68.7748767453754,152.416018833286,119.470009074324,107.112925784082,107.363434440487,137.11300992884,89.9669519631026,69.1578067837455,135.751872169746,100.343462300363,127.50400145818,84.9561176707263,100.569484013067,118.577639632906,101.777796123141,116.042825490777,109.287419746429,185.776445930232,126.791018865558,130.974784872363,124.294857559082,156.555544338556,110.357523154656,89.8217216712001,75.5374300604852,82.7257937930696,116.788523244796,96.5871050582784,120.400163977469,92.8977350474303,95.7502580240666,137.085318836382,100.938592825466,131.976008889522
"Sym_109725_c2_g2",25.1862121030366,17.4843425966479,28.7804440419748,92.0270076057901,61.5636339226091,51.6095031115643,77.6783524626252,59.5621669323974,97.6989779443097,60.7833338426657,48.1424137217628,60.9664075333145,46.4605590844592,38.0078123749968,36.9061805889175,57.7317936542484,66.4973123205541,6.91578067837455,67.8759360848732,50.1717311501814,31.3534429815196,45.3099294243874,58.2244381128284,49.407349847044,53.5770183599049,64.1263998362453,40.0234817204699,40.530175385458,46.6856266647829,37.5712924553735,52.2545727697364,51.4790220220151,30.5106093427578,59.1134407579693,38.2221987441563,72.5373426164131,37.6080473935076,48.1825328681527,48.677650738076,48.2458342626162,62.3684740790641,28.6108998772628,69.4731672841938,39.9761354727598
"Sym_109973_c6_g1",67.1632322747642,43.7108564916196,23.0243552335798,61.3513384038601,50.699463230384,77.4142546673464,89.628868226106,59.5621669323974,56.5625661782846,50.2123192613325,41.2649260472252,40.6442716888763,29.8675022685809,44.9183237159053,73.812361177835,68.55650496442,46.939279285097,34.5789033918727,64.6437486522602,25.0858655750907,56.4361973667352,56.6374117804842,84.6900918004776,39.5258798776352,47.9226963530637,47.5900568499871,48.1836090615366,33.7488619941168,48.5989720198969,49.7452307928688,51.5781381707754,51.4790220220151,99.9709327400999,76.5787755273693,97.0455147775358,66.6679087863827,23.2505592147896,49.6257884609775,44.3644411790059,43.562830033965,44.160228290881,41.9900976615944,41.0192841214597,50.7459619243252
"Sym_110125_c3_g1",117.535656480837,65.5662847374295,103.609598551109,61.3513384038601,72.4278046148342,51.6095031115643,95.6041261078464,59.5621669323974,82.2728235320503,87.2108702959985,99.7235712807943,60.9664075333145,102.876952258445,55.2840907272681,70.4572538515698,86.5976904813726,66.4973123205541,82.9893681404946,61.4115612196472,66.8956415335752,71.0678040914444,67.964894136581,84.6900918004776,108.696169663497,77.2139382245688,78.3553461267465,80.2412521871557,76.6446118184147,81.380955770851,74.3030029564369,87.4291719157078,77.5363047738992,82.443561415537,77.5384093059077,74.6304626326577,72.3158545473554,81.6448208371874,74.9382711659056,75.1730808866489,77.7596516106275,81.9371060468242,83.3626938869888,76.6385612193349,74.2935485726632
"Sym_110573_c2_g1",117.535656480837,56.8241134391055,132.390042593084,110.432409126948,123.127267845218,58.0606910005098,161.331962806991,107.211900478315,92.5569264735566,140.065943202664,110.039802792601,50.8053396110954,136.063065890202,103.657670113628,134.204293050609,111.855350205106,105.613378391468,117.568271532367,109.894372708842,83.619551916969,110.782165201369,101.947341204872,63.5175688503582,108.696169663497,100.758164285842,100.083331678458,107.927398522918,133.891513238342,103.193092819151,127.826352543701,100.281429295967,108.254239725307,89.908923275999,96.731084876677,99.2481499594025,112.072962943221,152.575098257421,101.805029124645,130.628632360406,106.946747733384,128.608816515386,95.0952211747873,119.215539674521,104.960173044917
"Sym_110573_c2_g2",41.9770201717276,48.0819421407816,46.0487104671596,36.810803042316,32.5925120766754,64.5118788894554,53.7773209356636,59.5621669323974,30.8523088245189,29.0702900986662,37.8261822099565,50.8053396110954,19.911668179054,3.45525567045425,23.4857512838566,25.2576597237337,39.1160660709142,55.3262454269964,19.3931245956781,33.4478207667876,52.2557383025326,45.3099294243874,15.8793922125896,9.8814699694088,32.5355249901845,34.803233494334,39.7320486011461,32.6449272559915,36.8637871751974,34.4228601267109,33.8217299480494,38.5563045596985,15.5798856218338,31.6679146917693,28.7638241396702,43.0794294317324,33.2150845925566,37.1915864304865,30.0692323546596,49.8794403888899,35.6839759412095,29.640068937596,45.3808282558934,28.1110724328996
"Sym_110573_c3_g1",109.140252446492,100.534969930725,57.5608880839495,104.297275286562,79.6705850763177,83.865442556292,125.480415516548,131.036767251274,82.2728235320503,73.9971020693321,48.1424137217628,20.3221358444382,53.0977818108106,79.4708804204479,90.5878978091612,54.1235565508579,74.320525534737,89.9051488188691,45.2506240565822,83.619551916969,91.9700994124574,90.6198588487747,79.3969610629478,69.1702897858616,89.0787450585962,85.9505269169464,82.9612946341779,61.6626403724283,80.8707303428206,64.2280195047167,75.0842404846697,66.0965221023403,59.3983139332412,82.1446514428924,90.4376092319359,91.1423404172641,66.8587509217913,83.3757654008817,81.7045125046693,89.9572440201376,88.1111664002886,59.4859716872587,82.1424145318346,61.1507095131257
"Sym_110573_c3_g4",33.5816161373821,83.0506273340773,34.5365328503697,24.540535361544,57.9422436918674,83.865442556292,65.7278366991444,83.3870337053563,102.841029415063,126.852174975998,55.0199013963003,10.1610679222191,76.3280613530402,31.0973010340883,77.1674685041003,64.9482678610294,50.8508858921885,27.6631227134982,80.8046858153253,50.1717311501814,83.6091812840522,62.3011529585326,42.3450459002388,88.9332297246792,71.0034533973826,73.4521281482629,74.6068785468954,28.0714833409009,63.0128403617561,77.661330773677,67.8125685458391,48.0894567859976,41.8709426086782,51.820224041077,85.3845049911831,83.1687699311851,42.3224464969672,82.3765884520029,59.3990573563357,84.6207973409769,76.70485150999,55.5751292579926,71.4462467735805,39.6110566099949
"Sym_110707_c7_g1",663.236918713297,393.397708424577,575.608880839496,539.891777953969,380.24597422788,445.131964337242,394.367020194866,536.059502391577,565.625661782846,605.190584781323,295.731970005114,873.851841310841,663.722272635132,507.922583556775,405.967986478093,364.431947442443,191.66872374748,290.462788491731,410.487803941852,309.392342092785,140.045378650787,736.286353146295,539.899335228045,533.599378348075,570.808441280786,489.744948674413,465.515835933233,317.617794654912,396.445157579632,606.388066500413,562.117151736581,246.802718747521,1128.89254568204,368.499370958769,870.68873071434,428.911645730333,187.183073494182,449.74064665642,292.558842663778,326.503411104567,467.658910502244,409.197618388479,327.531195238187,503.443751752838
"Sym_110716_c0_g1",92.3494443778008,152.987997720669,115.121776167899,79.7567399250181,90.5347557685428,141.926133556802,173.282478570472,119.124333864795,113.125132356569,97.7818848773317,106.601058955332,132.093882988848,112.832786347972,127.844459806807,67.1021465253046,133.504772825449,97.7901651772855,131.399832889116,197.163433389394,83.619551916969,87.7896403482548,96.2836000268231,116.448876225657,79.0517597552704,104.373222618085,111.620315157242,117.058969595064,151.869878973526,132.658611287908,133.493530735293,150.67580691856,194.900001071004,157.746341921067,102.488887547908,94.8428795956692,97.45475038541,70.2874048152164,90.0369450600733,89.7147588286564,90.6106864706471,90.4133583964957,144.083668446647,90.865502800702,144.023611360765
"Sym_110740_c0_g1",100.744848412146,148.616912071507,86.3413321259243,98.1621414461761,94.1561459992845,135.474945667856,71.7030945808848,47.6497335459179,107.983080885816,118.923914039998,113.478546629869,91.4496112999717,69.6908386266889,103.657670113628,127.494078398079,79.3812162745915,50.8508858921885,124.484052210742,87.2690606805513,66.8956415335752,81.5189517519509,79.2923764926779,105.862614750597,88.9332297246792,88.2445008280787,86.3350930329059,80.2412521871557,125.217740295929,92.9885842585429,93.6133879055674,83.7087816214223,102.95804404403,63.6178662891545,78.6899698401539,78.7765994455832,90.0349000719754,132.110320331039,115.460447425988,119.044583830333,110.322867061016,106.424057279208,125.764459172716,129.080937121454,114.269684045423
"Sym_111127_c1_g1",100.744848412146,69.9373703865914,57.5608880839495,55.2162045634741,79.6705850763177,64.5118788894554,119.505157634808,71.4746003188769,82.2728235320503,84.5681166506653,75.652364419913,91.4496112999717,106.195563621621,62.1946020681766,117.428756419283,93.8141646881536,66.4973123205541,89.9051488188691,67.8759360848732,58.5336863418783,66.8873450272418,73.6286353146295,95.2763532755373,69.1702897858616,76.1943063872696,70.5678822785667,77.1326322477017,63.0819850357323,72.4520107803188,75.982166865057,74.7460231851892,66.9439134113447,104.839646996923,95.3875975867231,92.6402444138026,88.2629955195134,60.5371703057886,78.2688609955014,78.623648533905,86.7989388426752,84.9718136781881,73.2768370957235,88.0616529999946,73.5633908471334
"Sym_111127_c1_g2",58.7678282404187,139.874740773183,115.121776167899,116.567542967334,152.098389691152,83.865442556292,209.134025860914,166.774067410713,102.841029415063,124.209421330665,123.794778141676,121.932815066629,79.6466727162158,110.568181454536,67.1021465253046,122.680061515278,125.171411426925,89.9051488188691,132.519684737133,125.429327875454,114.962624265572,141.593529451211,137.621399175776,187.747929418767,134.869483933671,126.618393679663,137.556432320838,73.9636274543961,110.463805168585,94.0331788827224,111.104382879342,75.2059786741372,198.318960727926,160.450767771631,150.945293345566,135.439954228814,92.3593642541411,117.458801323745,113.129325006465,111.847566112205,129.132041969069,88.5085391886548,115.477073273578,102.404621005563
"Sym_111423_c4_g1",100.744848412146,52.4530277899436,46.0487104671596,24.540535361544,47.0780729996423,58.0606910005098,77.6783524626252,59.5621669323974,56.5625661782846,39.6413046799993,41.2649260472252,50.8053396110954,53.0977818108106,79.4708804204479,43.616395241448,54.1235565508579,89.9669519631026,69.1578067837455,25.8574994609041,83.619551916969,60.6166564309378,84.9561176707263,89.9832225380075,69.1702897858616,53.6697121632957,49.4167459007947,43.7149678985715,46.8383738890312,59.4412623655432,49.9551262814463,59.0189187593462,38.5563045596985,85.3647899696308,61.4165618264616,79.035732996391,61.7951712671122,71.6802954594204,46.5172379533548,59.1525882386746,53.0377455663523,49.7064180999253,52.2817882649263,41.8500544327804,50.5634224929428
"Sym_111553_c2_g1",67.1632322747642,30.5975995441338,63.3169768923445,79.7567399250181,54.3208534611257,32.2559394447277,47.8020630539232,35.7373001594384,66.8466691197909,42.2840583253326,30.9486945354189,71.1274754555336,43.1419477212836,24.1867896931798,26.8408586101218,57.7317936542484,39.1160660709142,48.4104647486218,48.4828114891952,58.5336863418783,64.7971154951405,96.2836000268231,47.6381766377687,9.8814699694088,45.8834326784653,47.8784814369567,44.8807003758668,63.8705098486789,56.1247970833455,67.5863473219568,56.9896149624633,63.9780438298294,42.520104509588,45.4866411027231,70.2251922689245,47.2877027438296,18.4290146771604,35.8593504986482,39.8047625022748,44.2162724844744,34.9514603060527,44.8717710305273,34.8923530754696,49.6507253360305
"Sym_111600_c1_g1",33.5816161373821,34.9686851932957,63.3169768923445,36.810803042316,65.1850241533508,6.45118788894554,35.8515472904424,35.7373001594384,35.994360295272,29.0702900986662,58.4586452335691,50.8053396110954,29.8675022685809,51.8288350568138,30.1959659363871,57.7317936542484,39.1160660709142,27.6631227134982,42.0184366239691,41.8097759584845,31.3534429815196,45.3099294243874,52.9313073752985,69.1702897858616,37.0775213563356,36.9183471321112,39.0520379893905,57.2469014199271,40.8180342424331,34.8426511038659,43.799140282724,47.4539133042443,46.4150759150464,49.7090297282923,46.6440391454111,44.6298459151366,35.3579932759473,31.3075443982006,32.4106889724404,28.533653672247,30.7656566765853,37.667587608195,28.7654220294794,33.769794805756
"Sym_111787_c1_g1",1007.44848412146,633.807419128485,1260.5834490385,773.026863888637,937.940069762103,787.044922451355,1099.44745024023,1072.11900478315,884.432852969541,890.607978477319,814.982289432699,741.757958321993,1121.69064075337,1154.05539393172,516.686528244845,1125.76997625784,907.492732845209,684.66228715908,1370.44747142792,1036.88244377042,476.572333319098,1019.47341204872,921.004748330194,681.821427889207,996.6437740583,953.53168452156,1044.69058840275,1497.72402971087,1168.41623018965,1035.20454966426,1231.9565133577,1480.39261683062,1001.00765120282,795.536402408385,820.675955408427,786.282645155012,816.019626635196,598.06291373442,731.273872100614,622.948469485699,657.275814917117,848.85864096282,636.785443627319,852.459144556111
"Sym_112013_c3_g1",201.489696824293,240.409710703908,241.755729952588,159.513479850036,181.069511537086,258.047515557821,292.78763620528,190.598934183672,251.960522066904,190.278262463997,257.905787795158,345.476309355449,228.984184059121,203.860084556801,251.633049469892,169.587143859355,176.022297319114,186.726078316113,210.092183119846,192.324969409029,246.647084787954,158.584752985356,238.190883188843,335.969978959899,231.549120870316,211.222939190751,216.729096403807,193.977103984877,218.504039554025,197.72155024001,222.377874408425,210.153044633082,239.540741435694,212.079065057,212.489511662428,210.967385777507,269.792203238895,237.137995867221,245.852944866991,236.11053878409,242.044094873952,291.460677886361,259.61572228772,268.698042994988
"Sym_112123_c0_g2",33.5816161373821,43.7108564916196,28.7804440419748,30.67566920193,43.4566827689005,45.1583152226187,35.8515472904424,23.824866772959,35.994360295272,55.4978265519991,20.6324630236126,10.1610679222191,23.2302795422296,44.9183237159053,50.3266098939784,50.5153194474673,31.2928528567314,55.3262454269964,29.0896868935171,83.619551916969,56.4361973667352,22.6549647121937,52.9313073752985,59.2888198164528,38.9313974241523,38.8411777119087,41.6749360633048,28.8600081538475,44.8998376666764,39.2504563639935,56.9896149624633,39.1918480414518,51.2837901718694,41.4561792328616,51.4380098353561,39.3141322577506,12.8574521003445,40.1891172771227,32.6571580901016,34.9591711022569,38.0908130281533,36.0209171116618,32.1923495636773,43.0793058062617
"Sym_112389_c0_g1",50.3724242060732,39.3397708424577,40.2926216587647,61.3513384038601,39.8352925381588,6.45118788894554,53.7773209356636,0,51.4205147075314,31.7130437439995,61.8973890708379,50.8053396110954,63.0536159003375,48.3735793863596,46.9715025677132,61.3400307576389,27.3812462496399,34.5789033918727,42.0184366239691,41.8097759584845,48.07527923833,45.3099294243874,31.7587844251791,29.6444099082264,41.3414363123142,40.9562913496859,39.6349042280382,36.4298463581354,38.7771325303115,43.6582616241211,49.3797257241522,38.5563045596985,54.2050187259633,47.4059086598,51.1788762845483,44.6298459151366,46.6082638637487,43.6307267677051,35.984491178527,46.8300422865123,43.5323577464609,40.5492609771279,40.7077452547145,46.3650155711461
"Sym_112403_c2_g7",58.7678282404187,69.9373703865914,28.7804440419748,30.67566920193,14.4855609229668,38.7071273336732,35.8515472904424,11.9124333864795,35.994360295272,15.8565218719997,41.2649260472252,50.8053396110954,19.911668179054,20.7315340227255,36.9061805889175,28.8658968271242,39.1160660709142,34.5789033918727,19.3931245956781,58.5336863418783,43.8948201741274,5.66374117804842,37.051915162709,49.407349847044,31.5158931528852,28.4578925810024,30.0176112903524,25.2327940142929,29.593074825764,34.4228601267109,33.9908385977897,27.963913197144,25.6418950859347,28.0213063333231,27.3385896102271,25.1388958380546,22.6076866097724,36.4144488035808,36.1077257373576,35.3947994025965,36.6257817578397,31.4925732461958,38.942358343158,34.4999525312859
"Sym_112513_c2_g1",83.9540403434553,56.8241134391055,80.5852433175294,85.8918737654041,86.9133655378011,70.9630667784009,65.7278366991444,71.4746003188769,35.994360295272,63.4260874879989,103.162315118063,121.932815066629,53.0977818108106,65.6498577386308,50.3266098939784,93.8141646881536,66.4973123205541,48.4104647486218,54.9471863544212,117.067372683757,45.9850497062287,67.964894136581,37.051915162709,39.5258798776352,90.932621126413,83.3547056342198,75.2868891586509,79.0101862572547,81.2533994138434,64.4379149932942,80.1574999768771,76.0533699831416,38.9497140545844,54.1233451095693,39.5178664981955,66.5571647518539,67.7159143951476,67.9440325237544,62.2334522094389,68.9381785287495,81.8324609560875,61.7501436199917,69.9923987287693,72.8332331216035
"Sym_112519_c1_g6",33.5816161373821,21.8554282458098,40.2926216587647,42.945936882702,54.3208534611257,58.0606910005098,29.876289408702,11.9124333864795,25.7102573537657,47.5695656159992,51.5811575590316,50.8053396110954,36.5047249949323,31.0973010340883,46.9715025677132,32.4741339305147,74.320525534737,20.7473420351236,35.5540617587431,41.8097759584845,45.9850497062287,39.6461882463389,47.6381766377687,29.6444099082264,47.5519211395004,44.0328202773618,47.6978871959969,36.7452562833141,43.2416050255776,39.460351852571,39.5714240392178,36.0141306326854,32.458095045487,40.8803989657385,37.9630651933485,40.2000845339816,32.5722119875393,44.1858250726377,32.533923531271,39.3154541056534,42.9044872020408,34.5800804271954,42.2654395884408,35.7777285509631
"Sym_113175_c1_g1",83.9540403434553,91.7927986324013,97.8535097427142,92.0270076057901,159.341170152635,64.5118788894554,77.6783524626252,154.861634024233,46.2784632367783,132.137682266664,127.233521978945,50.8053396110954,122.788620437499,158.941760840896,73.812361177835,108.247113101716,140.817837855291,69.1578067837455,119.590935006681,225.772790175816,71.0678040914444,141.593529451211,95.2763532755373,69.1702897858616,115.496479024985,104.505842011992,96.7557956155049,133.260693387984,106.254445387334,108.096176617415,95.0390611540189,120.117718051368,110.032942204201,123.600830675754,114.925729783277,133.335817572765,100.609562685195,96.4760853972918,104.749375005986,85.0564256413166,81.5185256838775,91.801880181721,90.3462713561265,82.8729018476391
"Sym_113215_c4_g5",184.698888755602,52.4530277899436,86.3413321259243,61.3513384038601,94.1561459992845,51.6095031115643,113.529899753068,59.5621669323974,56.5625661782846,66.0688411333322,65.3361329081066,71.1274754555336,112.832786347972,93.2919031022649,33.5510732626523,57.7317936542484,93.8785585701941,82.9893681404946,109.894372708842,75.2575967252721,71.0678040914444,84.9561176707263,95.2763532755373,49.407349847044,65.4418251939323,73.1637035612933,70.2353817570382,71.1249381277882,64.2884039318322,84.3779864081572,67.9816771955794,95.543370090242,76.2765233568944,65.4470236963231,125.031938264782,79.1819846881456,78.0018760754231,78.7129396394475,66.4234272096783,89.6305227948829,87.5879409466052,55.1634616338593,86.5039586662683,77.7617977689301
"Sym_113244_c2_g3",41.9770201717276,56.8241134391055,46.0487104671596,36.810803042316,32.5925120766754,51.6095031115643,41.8268051721828,11.9124333864795,107.983080885816,15.8565218719997,61.8973890708379,10.1610679222191,16.5930568158783,34.5525567045425,57.0368245465089,39.6906081372958,46.939279285097,62.2420261053709,35.5540617587431,108.70541749206,73.1580336235457,39.6461882463389,37.051915162709,128.459109602314,54.9674254107675,48.7437551978656,55.275148298416,18.2937756603624,47.3234084498209,30.8546368208933,50.3943776225936,24.5743479611265,38.9497140545844,49.325176216877,53.1223779156071,49.2810953653494,49.0726088496481,53.2894372735329,48.8008852969065,65.0175238256927,63.728860258641,49.60594870806,56.4923811698078,60.055472924831
"Sym_113270_c1_g1",226.675908927329,253.522967651394,316.584884461723,251.540487455826,206.419243152278,232.242764002039,304.73815196876,285.898401275507,205.682058830126,251.061596306662,261.344531632427,193.060290522162,305.312245412161,290.241476318157,362.351591236645,230.927174616994,222.961576604211,290.462788491731,316.754368396075,317.754297284482,290.541904962081,254.868353012179,195.845837288605,247.03674923522,246.843598429804,253.140645830335,281.718682013016,365.875513207247,302.053453394005,278.321417853772,337.709973531274,422.636415365926,319.063074297137,255.838365358354,221.040918839087,242.750923687294,198.969071252831,226.702147734488,225.765711777608,231.427534555439,225.719460719029,322.541583508423,228.773374479939,313.055124820927
"Sym_113516_c10_g2",50.3724242060732,74.3084560357534,57.5608880839495,55.2162045634741,50.699463230384,32.2559394447277,71.7030945808848,35.7373001594384,25.7102573537657,36.9985510346661,51.5811575590316,10.1610679222191,29.8675022685809,38.0078123749968,46.9715025677132,32.4741339305147,50.8508858921885,34.5789033918727,32.3218743261301,108.70541749206,33.4436725136209,62.3011529585326,68.8106995878881,9.8814699694088,39.0240912275432,41.629282052615,36.2348511692604,31.6986974804555,37.3740126032278,45.1275300441637,40.9242932371398,38.5563045596985,87.9614375732697,64.8712434292,72.0391271245793,53.0463925393311,15.8575242570915,36.5254684645673,33.2733308842544,39.9688965561629,32.7539134005823,40.9609286012612,31.7769644080169,37.2380440020228
"Sym_113535_c0_g1",41.9770201717276,52.4530277899436,34.5365328503697,49.0810707230881,39.8352925381588,32.2559394447277,47.8020630539232,59.5621669323974,41.1364117660251,42.2840583253326,20.6324630236126,71.1274754555336,36.5047249949323,27.642045363634,23.4857512838566,18.0411855169526,39.1160660709142,55.3262454269964,51.7149989218082,58.5336863418783,41.8045906420261,16.9912235341453,26.4656536876493,59.2888198164528,32.7209125969661,34.5148089073644,33.2233756029143,42.2649299739406,35.5882236051214,34.2129646381334,37.3730115925946,37.285217596192,24.6681522345701,26.8697457990769,27.468156385631,28.2397288048631,53.5727170847686,40.1891172771227,44.3644411790059,43.2361088087102,41.5441010224639,45.6951062787939,43.3039024775917,45.8173972769987
"Sym_113535_c0_g2",33.5816161373821,61.1951990882675,46.0487104671596,79.7567399250181,28.9711218459337,64.5118788894554,65.7278366991444,107.211900478315,30.8523088245189,44.9268119706659,41.2649260472252,40.6442716888763,33.1861136317566,38.0078123749968,23.4857512838566,43.2988452406863,50.8508858921885,6.91578067837455,51.7149989218082,58.5336863418783,52.2557383025326,33.9824470682905,47.6381766377687,9.8814699694088,40.1364168682333,37.6874793640302,38.4691717507429,61.031820522071,48.8540847339121,40.0900383183035,55.1294198153206,60.1647829393098,40.5726188068587,42.7996665228154,33.0395277279995,41.4182689137992,57.6442435832111,36.3034291425943,54.8393786796046,39.751082405993,43.1137773835141,52.8992897011262,39.1500509209882,49.8332647674129
"Sym_113653_c1_g2",109.140252446492,43.7108564916196,51.8047992755546,42.945936882702,65.1850241533508,45.1583152226187,59.752578817404,35.7373001594384,82.2728235320503,34.3557973893328,37.8261822099565,0,36.5047249949323,34.5525567045425,30.1959659363871,32.4741339305147,58.6740991063713,34.5789033918727,42.0184366239691,66.8956415335752,54.3459678346339,39.6461882463389,31.7587844251791,39.5258798776352,41.3414363123142,48.7437551978656,48.6693309270763,44.4727994501913,45.7927321657297,60.0301097331666,64.9377215002549,73.9348917106307,66.8636757937032,59.305367513677,80.0722671996224,53.2678806083889,12.7503066661749,31.7516230421467,27.1116029427258,27.1178616961432,25.9519825026978,29.2284013134628,16.6154062264141,27.5634541387522
