"","C4","C5","C9","D4","D5","D6","E10","E11","E3","F7","F8","F9","H1","I1","I2","I3","J13","J14","J15","K2","K3","L6","M2","M3","N4","O2","Q1","Q11","Q4","R7","R8"
"evm.TU.chromosome_1.1157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1158",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"evm.TU.chromosome_1.1159",35,17,19,12,65,30,26,33,53,15,21,32,23,85,36,15,63,57,17,33,16,27,15,20,40,61,15,45,104,33,42
"evm.TU.chromosome_1.116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1160",11,27,36,66,94,98,87,31,59,21,76,62,46,141,59,24,211,327,80,21,26,30,20,15,163,88,54,42,154,35,16
"evm.TU.chromosome_1.1161",44,24,33,21,87,45,43,15,35,16,28,71,29,97,65,30,47,92,26,50,27,25,30,25,35,57,23,57,166,19,63
"evm.TU.chromosome_1.1162",21,10,13,12,15,13,16,9,24,8,10,22,17,42,11,13,21,21,10,27,6,21,5,22,15,17,8,28,38,17,21
"evm.TU.chromosome_1.1163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1164",1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,1,0,0,0,0,0,0,1
"evm.TU.chromosome_1.1165",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"evm.TU.chromosome_1.1166",0,0,1,0,1,4,0,1,0,1,0,0,0,1,0,1,3,2,1,0,0,0,0,1,1,2,0,3,1,0,1
"evm.TU.chromosome_1.1167",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"evm.TU.chromosome_1.1172",18,22,13,6,15,22,0,2,9,9,5,7,2,35,4,12,54,22,43,3,6,10,3,5,19,9,9,14,19,11,28
"evm.TU.chromosome_1.1173",2,1,4,6,9,13,0,2,1,3,3,3,2,7,0,3,6,5,1,2,2,1,1,3,3,14,6,10,3,4,9
"evm.TU.chromosome_1.1174",1,4,1,4,1,5,0,0,0,1,0,8,1,1,3,3,9,14,4,0,0,7,2,10,2,0,6,3,6,3,1
"evm.TU.chromosome_1.1175",0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"evm.TU.chromosome_1.1176",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1177",12,44,22,15,18,39,2,17,38,19,3,46,18,84,40,42,58,35,40,10,23,35,19,70,47,29,8,26,16,18,20
"evm.TU.chromosome_1.1178",2,1,2,1,3,8,1,0,3,2,0,6,7,5,4,0,0,1,2,7,6,3,1,4,1,1,4,3,3,1,2
"evm.TU.chromosome_1.1179",3,1,1,1,0,1,1,1,5,1,0,0,0,2,2,1,4,0,1,0,0,0,1,0,1,2,0,4,0,1,1
"evm.TU.chromosome_1.118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1180",3,0,2,2,1,2,4,0,5,1,1,0,1,2,2,3,4,3,2,4,2,1,0,4,4,1,0,4,4,5,0
"evm.TU.chromosome_1.1181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1182",1,3,6,2,0,9,0,3,5,1,0,6,3,8,0,3,6,0,2,0,1,4,2,0,6,3,4,5,3,6,1
"evm.TU.chromosome_1.1183",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1184",7,9,5,25,12,27,9,18,12,3,2,6,6,24,4,12,19,17,4,2,3,8,6,13,11,10,14,34,25,18,4
"evm.TU.chromosome_1.1185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1186",1,2,8,4,3,2,0,3,5,1,1,9,6,17,5,2,11,6,6,5,1,5,1,2,4,2,5,7,5,3,0
"evm.TU.chromosome_1.1187",0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,1,0,1
"evm.TU.chromosome_1.1188",0,1,3,0,0,1,0,3,0,0,1,1,4,12,0,2,7,2,5,0,0,2,0,0,1,0,0,1,1,3,1
"evm.TU.chromosome_1.1189",0,1,0,2,0,0,2,6,4,0,1,2,1,5,1,1,1,2,0,1,1,2,0,1,16,4,3,5,7,0,0
"evm.TU.chromosome_1.119",0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"evm.TU.chromosome_1.1190",0,0,2,0,0,2,0,1,0,0,0,1,1,2,1,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1191",12,1,1,2,7,2,6,6,4,3,2,1,2,6,4,2,4,7,1,10,1,0,5,5,2,6,0,4,28,2,4
"evm.TU.chromosome_1.1192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1193",57,5,7,7,96,9,71,10,17,12,20,11,2,24,30,6,24,73,7,58,4,6,24,11,11,69,0,4,100,11,89
"evm.TU.chromosome_1.1194",1,1,0,0,2,1,0,0,2,3,2,7,0,4,0,2,2,1,1,3,2,3,0,3,0,0,1,5,2,2,0
"evm.TU.chromosome_1.1195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"evm.TU.chromosome_1.1196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1197",0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0
"evm.TU.chromosome_1.1198",0,6,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,2,2,3,0,0,3,0,0
"evm.TU.chromosome_1.1199_evm.TU.chromosome_1.1201",6,13,16,16,7,40,5,15,39,6,0,24,4,26,1,21,16,3,10,2,3,20,11,46,10,5,1,2,0,14,25
"evm.TU.chromosome_1.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1202",1,0,0,28,24,26,16,27,23,0,0,0,0,14,3,6,35,13,5,4,0,1,0,2,0,3,8,25,15,7,2
"evm.TU.chromosome_1.1203",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"evm.TU.chromosome_1.1204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1205",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1206",0,1,0,0,1,0,0,2,3,0,0,1,0,7,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
"evm.TU.chromosome_1.1207",2,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,2,2,0,0,1,0,0,0,1,1,6,2,2,0,0
"evm.TU.chromosome_1.1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1210",159,112,75,62,191,122,37,22,48,100,72,185,63,119,37,63,123,209,97,105,110,82,46,105,43,80,71,114,178,49,91
"evm.TU.chromosome_1.1211",117,102,89,165,224,339,17,35,91,241,160,455,63,304,49,145,332,149,214,92,113,151,67,230,89,82,141,216,282,72,117
"evm.TU.chromosome_1.1212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1214",180,193,165,249,269,464,28,46,146,133,93,327,241,230,42,96,287,129,206,262,323,164,94,238,164,129,148,290,339,90,119
"evm.TU.chromosome_1.1215",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1217",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"evm.TU.chromosome_1.1218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1222",0,3,4,3,0,9,2,7,12,0,0,0,0,7,1,2,1,0,0,0,0,18,15,47,3,4,0,0,0,25,35
"evm.TU.chromosome_1.1223",8,1,4,19,26,14,3,7,15,7,3,19,9,17,6,2,13,6,3,4,1,16,11,14,10,5,8,12,28,15,20
"evm.TU.chromosome_1.1224",0,0,0,3,2,4,1,4,2,0,0,5,2,8,0,2,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1225",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"evm.TU.chromosome_1.1226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1229",2,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"evm.TU.chromosome_1.123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1230",1,0,0,3,1,3,1,1,1,0,0,3,1,0,0,0,3,4,1,2,4,2,2,0,1,0,1,2,4,1,1
"evm.TU.chromosome_1.1231",0,0,1,1,2,1,0,0,0,0,3,2,0,2,1,3,2,4,0,1,2,0,1,0,0,0,1,0,0,3,0
"evm.TU.chromosome_1.1232",7,10,7,7,7,16,20,5,19,15,5,25,13,23,21,5,32,27,9,5,6,6,12,13,18,27,7,19,13,7,6
"evm.TU.chromosome_1.1233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"evm.TU.chromosome_1.1235",0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"evm.TU.chromosome_1.1236",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"evm.TU.chromosome_1.1237",0,0,0,5,1,1,0,0,0,0,0,1,1,31,15,15,3,0,0,0,0,9,0,14,0,0,0,1,0,1,11
"evm.TU.chromosome_1.1238",1,0,0,0,0,2,0,0,0,0,2,2,1,11,3,2,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0
"evm.TU.chromosome_1.1239",1,6,6,1,0,3,0,4,7,2,0,17,3,10,0,12,13,6,7,1,8,4,1,5,8,0,5,11,3,4,1
"evm.TU.chromosome_1.1240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1241",1,3,6,0,0,3,0,0,2,0,1,1,2,4,0,3,6,2,0,0,0,2,1,1,2,1,1,2,3,2,1
"evm.TU.chromosome_1.1242",20,22,32,14,19,29,8,24,49,33,9,38,16,65,18,51,59,49,30,22,20,25,10,39,31,31,12,42,49,21,23
"evm.TU.chromosome_1.1243",3,6,3,0,1,4,1,3,4,2,3,3,2,5,1,2,3,7,2,4,4,1,1,3,3,2,2,4,7,2,4
"evm.TU.chromosome_1.1244",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1245",11,8,22,18,22,20,19,15,17,17,18,43,15,31,18,9,40,29,19,14,14,22,9,14,26,18,16,26,53,17,25
"evm.TU.chromosome_1.1246",0,1,3,5,5,2,2,2,6,0,1,4,2,12,9,9,5,10,1,0,0,6,2,0,12,4,10,6,31,3,6
"evm.TU.chromosome_1.1247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"evm.TU.chromosome_1.1248",0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.1249",0,0,2,0,0,0,9,3,0,0,0,0,1,1,5,0,1,2,0,0,0,0,1,0,8,5,1,0,11,1,3
"evm.TU.chromosome_1.124_evm.TU.chromosome_1.120",0,1,4,7,3,5,0,1,3,1,3,7,2,5,0,0,1,2,1,3,3,1,2,5,3,0,3,5,3,2,4
"evm.TU.chromosome_1.125",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0
"evm.TU.chromosome_1.1250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1254",0,0,1,3,2,1,7,2,0,0,1,2,1,2,2,2,0,5,1,1,2,1,1,0,3,4,1,5,6,3,4
"evm.TU.chromosome_1.1255",1,1,3,0,2,2,0,1,2,1,0,1,1,2,2,0,3,2,1,0,0,1,1,1,1,0,1,2,2,1,1
"evm.TU.chromosome_1.1256",2,0,0,1,8,1,3,1,4,1,2,4,5,13,6,4,6,5,1,6,2,1,1,4,5,0,2,3,0,5,4
"evm.TU.chromosome_1.1257",0,3,4,2,5,1,1,7,3,2,0,2,1,6,3,5,4,0,2,4,3,1,0,0,1,0,5,2,2,3,5
"evm.TU.chromosome_1.1258",0,0,1,0,0,3,1,0,0,0,0,1,1,2,1,0,10,3,0,0,0,2,0,0,5,2,2,2,2,0,1
"evm.TU.chromosome_1.1259",14,8,16,4,14,10,21,14,6,7,14,6,10,6,4,4,8,25,6,8,2,10,3,4,6,9,9,8,21,6,12
"evm.TU.chromosome_1.126",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1260",10,4,3,5,16,5,14,7,10,6,5,15,2,6,8,4,6,21,11,19,8,3,13,6,15,38,6,7,33,3,3
"evm.TU.chromosome_1.1261",6,1,6,2,5,2,1,2,4,1,2,0,1,5,2,2,3,4,0,0,0,2,0,1,4,5,4,3,15,4,9
"evm.TU.chromosome_1.1262",2,0,2,1,4,1,7,4,4,5,9,16,13,2,2,1,8,14,3,21,13,7,15,3,15,4,1,3,4,1,1
"evm.TU.chromosome_1.1263",0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0
"evm.TU.chromosome_1.1264",0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,2,2,4,1,0
"evm.TU.chromosome_1.1265",0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1266",0,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0
"evm.TU.chromosome_1.1267",1,2,0,0,2,1,0,0,4,5,0,2,1,9,2,0,4,4,0,0,1,0,0,1,4,2,1,2,2,1,1
"evm.TU.chromosome_1.1268",3,3,4,2,4,6,4,2,3,5,2,15,3,8,0,3,18,7,6,1,4,6,2,2,14,8,3,12,7,2,7
"evm.TU.chromosome_1.1269",0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
"evm.TU.chromosome_1.127",0,0,1,1,1,0,1,0,3,0,0,0,4,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,1,0
"evm.TU.chromosome_1.1270",354,395,437,446,705,856,306,497,947,355,265,723,383,1170,289,433,826,539,433,277,398,588,245,672,689,390,371,743,870,525,624
"evm.TU.chromosome_1.1271",89,108,254,133,190,154,93,138,218,93,99,225,200,401,134,227,246,206,85,105,120,141,62,111,292,109,241,211,400,133,154
"evm.TU.chromosome_1.1272",0,0,1,41,47,20,4,1,0,9,63,34,161,34,37,76,44,54,5,18,28,0,0,0,0,0,32,90,85,0,0
"evm.TU.chromosome_1.1273",0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,4,5,0,1,1,1,0,0,0,0,1,0,0,1,0
"evm.TU.chromosome_1.1274",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"evm.TU.chromosome_1.1275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"evm.TU.chromosome_1.1277",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1278",1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
"evm.TU.chromosome_1.1279",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"evm.TU.chromosome_1.128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1280",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1282",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"evm.TU.chromosome_1.1285",4,3,4,1,12,10,2,6,4,2,5,6,3,12,1,0,4,17,5,7,1,4,2,6,6,2,1,3,19,1,4
"evm.TU.chromosome_1.1286",10,2,7,3,52,0,10,4,4,2,13,10,3,34,21,6,9,55,6,9,2,7,4,1,2,8,3,2,56,1,9
"evm.TU.chromosome_1.1287",17,8,14,8,30,17,14,10,29,5,15,33,14,22,22,11,31,19,11,12,6,21,12,9,13,17,8,25,43,17,11
"evm.TU.chromosome_1.1288",9,2,2,7,4,1,2,3,8,1,4,5,0,5,2,1,6,7,3,4,4,3,8,5,3,2,5,8,11,5,11
"evm.TU.chromosome_1.1289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"evm.TU.chromosome_1.129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"evm.TU.chromosome_1.1292",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1293",4,0,10,3,0,0,2,0,2,1,0,15,2,2,1,1,1,1,0,2,1,6,1,6,4,1,5,4,8,4,4
"evm.TU.chromosome_1.1294",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"evm.TU.chromosome_1.1295",0,0,1,1,3,0,0,0,1,0,0,3,0,7,2,3,5,8,6,2,0,0,0,0,1,2,2,2,3,3,0
"evm.TU.chromosome_1.1296",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1297",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1
"evm.TU.chromosome_1.1298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1299",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.13",6,10,14,5,4,3,12,3,5,6,11,11,9,10,1,1,9,13,3,14,7,6,4,3,9,7,7,6,58,9,8
"evm.TU.chromosome_1.130",0,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,2,1,0,0,2,0,1,2,2,1,0
"evm.TU.chromosome_1.1300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1301",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1302",5,8,37,8,7,2,13,4,8,5,21,10,24,13,6,4,19,28,6,27,27,21,5,1,45,21,21,12,59,8,2
"evm.TU.chromosome_1.1303",3,2,6,1,1,0,3,0,2,2,4,1,1,6,9,4,8,11,1,0,0,4,2,1,2,2,1,1,12,3,7
"evm.TU.chromosome_1.1304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1305",2,0,3,1,1,0,0,0,1,1,0,2,3,2,0,0,1,1,4,0,0,0,0,0,3,2,3,1,0,2,0
"evm.TU.chromosome_1.1306",2,2,2,6,15,9,3,1,10,4,0,7,2,11,6,4,9,10,4,11,5,6,3,5,8,7,4,3,10,2,0
"evm.TU.chromosome_1.1307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1309",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.131",0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
"evm.TU.chromosome_1.1310",2,6,4,0,0,0,1,0,0,2,0,0,1,3,0,0,2,1,0,1,1,1,0,1,5,3,0,0,3,1,0
"evm.TU.chromosome_1.1311",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"evm.TU.chromosome_1.1313",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"evm.TU.chromosome_1.1314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0
"evm.TU.chromosome_1.1315",0,1,0,4,1,4,2,1,2,0,0,1,1,4,0,0,3,1,1,4,2,0,0,0,4,5,3,3,3,1,0
