,A4.counts.txt,A5.counts.txt,A6.counts.txt,C4.counts.txt,C5.counts.txt,C9.counts.txt,D4.counts.txt,D5.counts.txt,D6.counts.txt,E10.counts.txt,E11.counts.txt,E3.counts.txt,F7.counts.txt,F8.counts.txt,F9.counts.txt,H1.counts.txt,H11.counts.txt,H15.counts.txt,I1.counts.txt,I2.counts.txt,I3.counts.txt,J13.counts.txt,J14.counts.txt,J15.counts.txt,K1.counts.txt,K2.counts.txt,K3.counts.txt,L6.counts.txt,L7.counts.txt,L8.counts.txt,M1.counts.txt,M2.counts.txt,M3.counts.txt,N4.counts.txt,N5.counts.txt,N6.counts.txt,O1.counts.txt,O2.counts.txt,P1.counts.txt,P2.counts.txt,P3.counts.txt,Q1.counts.txt,Q11.counts.txt,Q4.counts.txt,R7.counts.txt,R8.counts.txt,R9.counts.txt
evm.TU.chromosome_1.111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
evm.TU.chromosome_1.1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_1.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
evm.TU.chromosome_1.1112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1114,0,0,2,1,0,0,0,1,0,6,0,0,0,0,1,0,1,0,0,2,0,2,5,0,0,0,0,0,0,0,2,0,0,0,5,0,1,1,1,1,1,0,5,4,0,1,0
evm.TU.chromosome_1.1115,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1117,0,3,0,2,0,2,0,0,2,1,1,1,1,2,12,0,0,7,4,2,0,1,0,0,0,1,1,2,0,0,1,0,1,3,7,1,3,1,7,2,1,4,3,3,0,0,2
evm.TU.chromosome_1.1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1119,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
evm.TU.chromosome_1.112,0,1,0,0,0,0,0,0,2,4,0,3,0,2,4,0,0,2,4,7,2,0,0,0,0,0,0,0,2,1,0,1,0,4,7,1,2,2,1,4,3,1,0,6,1,0,0
evm.TU.chromosome_1.1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1121,0,2,1,0,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,1,2,0,2,2,2,0,2,1,0,0,2,3,2,2,2,0,0
evm.TU.chromosome_1.1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
evm.TU.chromosome_1.1125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1126,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,1,0,0,2,0,1,1,2,0,0,0,0,2,1,0,4,0,0,1,2,1,3,1,2,0,2,1,3,0,0,1,0
evm.TU.chromosome_1.1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0
evm.TU.chromosome_1.1128,0,1,3,0,0,1,1,8,3,2,1,3,2,2,7,3,2,11,6,1,6,0,7,3,0,4,2,1,8,4,11,4,3,4,6,0,1,4,1,1,4,1,4,7,2,3,0
evm.TU.chromosome_1.1129,0,0,0,0,0,1,0,3,0,2,0,0,0,1,3,0,3,2,3,2,0,0,1,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,2,6,3,0,0,0
evm.TU.chromosome_1.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1130,0,0,3,2,3,1,1,8,2,6,1,1,2,3,0,1,6,6,5,4,3,0,7,0,0,7,1,1,5,4,5,4,3,2,8,0,2,1,0,4,1,3,1,7,0,4,0
evm.TU.chromosome_1.1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1134,0,9,2,1,4,5,5,5,3,2,4,7,4,4,14,1,3,8,12,9,11,13,3,1,3,4,5,6,7,6,9,2,2,8,18,4,13,3,10,7,10,2,10,5,9,8,3
evm.TU.chromosome_1.1135,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0
evm.TU.chromosome_1.1136,14,425,174,197,208,536,235,197,192,361,162,248,229,236,357,458,220,379,538,247,278,485,383,165,140,336,318,352,346,222,625,164,141,532,889,271,485,284,460,229,330,314,464,816,205,248,70
evm.TU.chromosome_1.1137,6,21,163,59,118,97,52,35,48,16,117,89,19,20,72,38,12,314,118,26,86,97,57,38,6,17,22,80,42,105,187,14,62,37,56,12,36,11,43,15,37,21,86,72,84,37,47
evm.TU.chromosome_1.1138,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
evm.TU.chromosome_1.114,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,8,1,1,0,0,0,0,0,0,2,1,2,7,1,3,1,4,1,4,0,4,1,3,0,0,1,1,1,1
evm.TU.chromosome_1.1140,0,0,2,0,1,0,1,2,2,0,2,1,0,0,4,0,2,4,2,1,2,4,2,0,0,0,2,6,1,2,5,1,3,0,0,3,1,0,2,0,0,2,1,2,5,0,1
evm.TU.chromosome_1.1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
evm.TU.chromosome_1.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1144,0,0,0,1,0,0,1,0,0,3,1,0,0,0,1,0,3,7,1,1,2,3,0,0,0,1,0,1,2,1,2,1,0,0,0,1,1,0,1,0,0,0,1,1,1,2,1
evm.TU.chromosome_1.1145,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
evm.TU.chromosome_1.1146,0,0,0,0,1,1,2,1,0,1,2,1,0,2,0,0,0,6,1,0,0,0,1,0,0,1,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1147,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,2
evm.TU.chromosome_1.1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.115,1,2,1,1,2,2,0,0,2,0,8,7,3,0,14,1,0,1,9,0,4,1,2,3,1,1,2,3,4,6,6,1,4,8,6,4,5,0,8,2,9,2,1,1,0,4,1
evm.TU.chromosome_1.1150,15,70,299,96,175,189,192,118,108,88,297,241,51,58,187,197,50,746,416,97,180,272,208,63,48,50,63,292,150,118,337,34,149,124,281,51,145,42,180,96,102,96,276,211,218,77,168
evm.TU.chromosome_1.1151,13,91,203,78,143,113,76,85,189,52,94,190,104,28,289,109,19,227,277,54,101,240,123,130,17,65,127,156,67,132,272,31,170,122,222,68,188,80,137,64,152,96,263,159,97,102,59
evm.TU.chromosome_1.1152,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0
evm.TU.chromosome_1.1153,0,0,0,0,1,1,0,0,2,7,0,2,0,1,0,4,0,0,3,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,6,0,9,0,0,1
evm.TU.chromosome_1.1154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,10,1,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,1,0,0,2,0,0
evm.TU.chromosome_1.1155,0,0,1,0,1,4,1,0,0,0,1,2,0,0,1,2,0,3,1,0,0,2,1,0,1,0,2,0,0,1,1,0,0,7,0,1,2,0,1,1,2,8,9,3,0,0,0
evm.TU.chromosome_1.1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1158,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
evm.TU.chromosome_1.1159,2,19,31,35,17,19,12,65,30,26,33,53,15,21,32,23,11,69,85,36,15,63,57,17,4,33,16,27,41,17,53,15,20,40,160,16,61,61,42,58,35,15,45,104,33,42,4
evm.TU.chromosome_1.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1160,0,4,24,11,27,36,66,94,98,87,31,59,21,76,62,46,12,41,141,59,24,211,327,80,9,21,26,30,40,12,67,20,15,163,224,51,235,88,154,68,57,54,42,154,35,16,14
evm.TU.chromosome_1.1161,0,31,50,44,24,33,21,87,45,43,15,35,16,28,71,29,27,58,97,65,30,47,92,26,5,50,27,25,49,24,60,30,25,35,206,14,50,57,50,66,29,23,57,166,19,63,12
evm.TU.chromosome_1.1162,0,17,24,21,10,13,12,15,13,16,9,24,8,10,22,17,11,34,42,11,13,21,21,10,1,27,6,21,14,13,30,5,22,15,55,9,29,17,25,12,21,8,28,38,17,21,6
evm.TU.chromosome_1.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1164,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
evm.TU.chromosome_1.1165,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
evm.TU.chromosome_1.1166,0,0,2,0,0,1,0,1,4,0,1,0,1,0,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,1,1,0,1,1,6,0,1,2,0,0,2,0,3,1,0,1,2
evm.TU.chromosome_1.1167,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
evm.TU.chromosome_1.1172,0,4,21,18,22,13,6,15,22,0,2,9,9,5,7,2,4,9,35,4,12,54,22,43,3,3,6,10,8,1,8,3,5,19,30,9,25,9,12,13,12,9,14,19,11,28,13
evm.TU.chromosome_1.1173,0,6,12,2,1,4,6,9,13,0,2,1,3,3,3,2,0,7,7,0,3,6,5,1,2,2,2,1,1,1,5,1,3,3,29,5,8,14,4,12,12,6,10,3,4,9,3
evm.TU.chromosome_1.1174,0,0,1,1,4,1,4,1,5,0,0,0,1,0,8,1,0,0,1,3,3,9,14,4,0,0,0,7,3,4,16,2,10,2,5,1,3,0,2,2,3,6,3,6,3,1,7
evm.TU.chromosome_1.1175,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0
evm.TU.chromosome_1.1176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1177,3,14,38,12,44,22,15,18,39,2,17,38,19,3,46,18,3,62,84,40,42,58,35,40,5,10,23,35,18,45,55,19,70,47,83,42,65,29,39,23,57,8,26,16,18,20,23
evm.TU.chromosome_1.1178,0,3,2,2,1,2,1,3,8,1,0,3,2,0,6,7,0,18,5,4,0,0,1,2,0,7,6,3,0,1,3,1,4,1,2,1,1,1,2,0,4,4,3,3,1,2,3
evm.TU.chromosome_1.1179,0,0,3,3,1,1,1,0,1,1,1,5,1,0,0,0,0,3,2,2,1,4,0,1,0,0,0,0,1,0,1,1,0,1,4,0,2,2,2,0,2,0,4,0,1,1,0
evm.TU.chromosome_1.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1180,0,0,0,3,0,2,2,1,2,4,0,5,1,1,0,1,0,1,2,2,3,4,3,2,0,4,2,1,1,3,2,0,4,4,7,2,3,1,3,3,4,0,4,4,5,0,1
evm.TU.chromosome_1.1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1182,1,5,7,1,3,6,2,0,9,0,3,5,1,0,6,3,2,8,8,0,3,6,0,2,1,0,1,4,0,2,2,2,0,6,10,0,9,3,13,2,6,4,5,3,6,1,0
evm.TU.chromosome_1.1183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1184,0,36,50,7,9,5,25,12,27,9,18,12,3,2,6,6,3,25,24,4,12,19,17,4,0,2,3,8,7,11,18,6,13,11,35,5,15,10,14,10,18,14,34,25,18,4,3
evm.TU.chromosome_1.1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_1.1186,1,3,3,1,2,8,4,3,2,0,3,5,1,1,9,6,1,5,17,5,2,11,6,6,2,5,1,5,2,4,6,1,2,4,14,3,14,2,12,5,2,5,7,5,3,0,5
evm.TU.chromosome_1.1187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0
evm.TU.chromosome_1.1188,1,1,1,0,1,3,0,0,1,0,3,0,0,1,1,4,0,9,12,0,2,7,2,5,0,0,0,2,0,1,2,0,0,1,0,1,3,0,0,0,1,0,1,1,3,1,1
evm.TU.chromosome_1.1189,0,2,1,0,1,0,2,0,0,2,6,4,0,1,2,1,0,10,5,1,1,1,2,0,0,1,1,2,0,0,4,0,1,16,7,2,7,4,10,1,4,3,5,7,0,0,0
evm.TU.chromosome_1.119,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
evm.TU.chromosome_1.1190,0,1,0,0,0,2,0,0,2,0,1,0,0,0,1,1,0,1,2,1,0,2,1,0,0,1,0,2,2,0,3,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0
evm.TU.chromosome_1.1191,0,2,6,12,1,1,2,7,2,6,6,4,3,2,1,2,1,3,6,4,2,4,7,1,0,10,1,0,8,3,7,5,5,2,23,0,2,6,3,6,3,0,4,28,2,4,1
evm.TU.chromosome_1.1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1193,1,12,14,57,5,7,7,96,9,71,10,17,12,20,11,2,16,17,24,30,6,24,73,7,4,58,4,6,33,2,12,24,11,11,211,10,20,69,16,42,13,0,4,100,11,89,12
evm.TU.chromosome_1.1194,0,1,7,1,1,0,0,2,1,0,0,2,3,2,7,0,0,6,4,0,2,2,1,1,0,3,2,3,2,0,0,0,3,0,2,0,0,0,1,2,6,1,5,2,2,0,4
evm.TU.chromosome_1.1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
evm.TU.chromosome_1.1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1197,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0
evm.TU.chromosome_1.1198,0,1,0,0,6,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,4,1,2,2,1,0,1,3,0,0,3,0,0,3,0,0,0
evm.TU.chromosome_1.1199_evm.TU.chromosome_1.1201,1,17,27,6,13,16,16,7,40,5,15,39,6,0,24,4,2,6,26,1,21,16,3,10,2,2,3,20,12,27,51,11,46,10,8,2,18,5,12,10,8,1,2,0,14,25,28
evm.TU.chromosome_1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1202,0,35,20,1,0,0,28,24,26,16,27,23,0,0,0,0,0,3,14,3,6,35,13,5,1,4,0,1,3,1,0,0,2,0,15,0,0,3,0,2,2,8,25,15,7,2,1
evm.TU.chromosome_1.1203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
evm.TU.chromosome_1.1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1206,0,0,0,0,1,0,0,1,0,0,2,3,0,0,1,0,0,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,2,2,1,0,1,1,0,0,0,1
evm.TU.chromosome_1.1207,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,1,3,1,0,1,2,2,0,0,0,1,0,0,0,3,0,0,1,3,0,0,1,0,1,2,6,2,2,0,0,0
evm.TU.chromosome_1.1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1210,1,30,93,159,112,75,62,191,122,37,22,48,100,72,185,63,31,232,119,37,63,123,209,97,24,105,110,82,58,73,96,46,105,43,190,16,57,80,36,52,44,71,114,178,49,91,50
evm.TU.chromosome_1.1211,4,40,299,117,102,89,165,224,339,17,35,91,241,160,455,63,34,295,304,49,145,332,149,214,31,92,113,151,80,161,262,67,230,89,151,45,110,82,61,59,89,141,216,282,72,117,65
evm.TU.chromosome_1.1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1214,3,159,498,180,193,165,249,269,464,28,46,146,133,93,327,241,49,860,230,42,96,287,129,206,58,262,323,164,91,176,270,94,238,164,276,82,234,129,121,85,145,148,290,339,90,119,106
evm.TU.chromosome_1.1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
evm.TU.chromosome_1.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
